payment_id,order_id,payment_method,amount
PAY00748,O00748,COD,6084.45
PAY00749,O00749,UPI,26197.94
PAY00750,O00750,UPI,1722.01
PAY00751,O00751,Card,24183.08
PAY00752,O00752,UPI,2717.22
PAY00753,O00753,UPI,25752.95
PAY00754,O00754,UPI,23736.23
PAY00755,O00755,Card,11058.57
PAY00756,O00756,COD,6777.58
PAY00757,O00757,UPI,21188.62
PAY00758,O00758,COD,11515.1
PAY00759,O00759,UPI,4346.43
PAY00760,O00760,UPI,26288.54
PAY00761,O00761,COD,9651.88
PAY00762,O00762,UPI,10824.9
PAY00763,O00763,UPI,15539.9
PAY00764,O00764,UPI,9145.55
PAY00765,O00765,UPI,14313.14
PAY00766,O00766,COD,11947.11
PAY00767,O00767,UPI,25957.91
PAY00768,O00768,Net Banking,18608.97
PAY00769,O00769,UPI,7490.43
PAY00770,O00770,UPI,12378.13
PAY00771,O00771,Card,2345.79
PAY00772,O00772,UPI,28422.11
PAY00773,O00773,Net Banking,28510.25
PAY00774,O00774,Card,10494.1
PAY00775,O00775,Card,8599.77
PAY00776,O00776,Card,21705.56
PAY00777,O00777,Card,11124.38
PAY00778,O00778,UPI,13527.23
PAY00779,O00779,Card,19259.55
PAY00780,O00780,UPI,26684.47
PAY00781,O00781,COD,21063.84
PAY00782,O00782,COD,6004.12
PAY00783,O00783,UPI,23129.52
PAY00784,O00784,UPI,10099.31
PAY00785,O00785,Net Banking,6655.82
PAY00786,O00786,UPI,8741.16
PAY00787,O00787,COD,15327.3
PAY00788,O00788,COD,10613.51
PAY00789,O00789,UPI,13484.09
PAY00790,O00790,Card,16906.82
PAY00791,O00791,COD,4275.03
PAY00792,O00792,Card,18129.82
PAY00793,O00793,Net Banking,16643.98
PAY00794,O00794,UPI,25014.24
PAY00795,O00795,UPI,8211.46
PAY00796,O00796,COD,7871.91
PAY00797,O00797,Card,7673.81
PAY00798,O00798,UPI,16733.68
PAY00799,O00799,Card,356.2
PAY00800,O00800,UPI,31485.54
PAY00801,O00801,UPI,6569.86
PAY00802,O00802,COD,24323.54
PAY00803,O00803,COD,9968.17
PAY00804,O00804,Card,1044.19
PAY00805,O00805,COD,9026.75
PAY00806,O00806,UPI,18500.62
PAY00807,O00807,Card,15151.85
PAY00808,O00808,Card,10319.81
PAY00809,O00809,Card,4173.27
PAY00810,O00810,Net Banking,2476.11
PAY00811,O00811,COD,14544.36
PAY00812,O00812,Net Banking,4456.1
PAY00813,O00813,UPI,13604.38
PAY00814,O00814,Card,6834.45
PAY00815,O00815,COD,8583.28
PAY00816,O00816,Net Banking,4992.54
PAY00817,O00817,COD,3706.14
PAY00818,O00818,Net Banking,10578.65
PAY00819,O00819,Card,19837.23
PAY00820,O00820,UPI,5580.7
PAY00821,O00821,UPI,9278.64
PAY00822,O00822,Card,18276.06
PAY00823,O00823,Card,9280.83
PAY00824,O00824,Card,5606.44
PAY00825,O00825,Card,11303.78
PAY00826,O00826,COD,2406.47
PAY00827,O00827,UPI,11175.98
PAY00828,O00828,COD,11363.39
PAY00829,O00829,COD,5388.42
PAY00830,O00830,UPI,14651.36
PAY00831,O00831,UPI,810.78
PAY00832,O00832,Card,15018.67
PAY00833,O00833,UPI,22424.47
PAY00834,O00834,COD,10503.75
PAY00835,O00835,Card,4706.4
PAY00836,O00836,Net Banking,2768.03
PAY00837,O00837,Card,7683.86
PAY00838,O00838,UPI,7288.44
PAY00839,O00839,UPI,9495.38
PAY00840,O00840,Net Banking,2498.52
PAY00841,O00841,COD,13119.7
PAY00842,O00842,UPI,23499.14
PAY00843,O00843,Card,24805.4
PAY00844,O00844,Card,21111.38
PAY00845,O00845,COD,8315.46
PAY00846,O00846,UPI,3099.62
PAY00847,O00847,UPI,3430.03
PAY00848,O00848,UPI,23204.67
PAY00849,O00849,UPI,14255.5
PAY00850,O00850,COD,2453.35
PAY00851,O00851,UPI,16924.19
PAY00852,O00852,Card,11428.81
PAY00853,O00853,Net Banking,17550.29
PAY00854,O00854,COD,13404.61
PAY00855,O00855,Card,26396.49
PAY00856,O00856,UPI,7957.3
PAY00857,O00857,UPI,11071.8
PAY00858,O00858,COD,13710.6
PAY00859,O00859,Card,12956.36
PAY00860,O00860,COD,6059.2
PAY00861,O00861,COD,20220.26
PAY00862,O00862,Card,2746.84
PAY00863,O00863,UPI,2459.22
PAY00864,O00864,COD,9067.65
PAY00865,O00865,Card,8012.01
PAY00866,O00866,UPI,13165.88
PAY00867,O00867,COD,19271.79
PAY00868,O00868,Card,2687.65
PAY00869,O00869,UPI,16770.98
PAY00870,O00870,UPI,1547.86
PAY00871,O00871,UPI,29636.98
PAY00872,O00872,COD,12689.62
PAY00873,O00873,UPI,3120.96
PAY00874,O00874,UPI,9618.42
PAY00875,O00875,Card,8464.77
PAY00876,O00876,UPI,15944.06
PAY00877,O00877,UPI,32190.75
PAY00878,O00878,Card,9576.41
PAY00879,O00879,UPI,12497.16
PAY00880,O00880,UPI,4052.56
PAY00881,O00881,UPI,34203.43
PAY00882,O00882,Card,15326.31
PAY00883,O00883,UPI,14820.71
PAY00884,O00884,UPI,4386.69
PAY00885,O00885,Card,13552.21
PAY00886,O00886,UPI,13733.24
PAY00887,O00887,UPI,13413.19
PAY00888,O00888,UPI,14162.61
PAY00889,O00889,UPI,4745.33
PAY00890,O00890,Card,16815.18
PAY00891,O00891,Card,4510.45
PAY00892,O00892,UPI,11481.12
PAY00893,O00893,Card,2844.29
PAY00894,O00894,Card,6733.42
PAY00895,O00895,UPI,10687.06
PAY00896,O00896,Card,16929.93
PAY00897,O00897,Card,17408.85
PAY00898,O00898,UPI,35598.98
PAY00899,O00899,Card,8489.14
PAY00900,O00900,UPI,19840.18
PAY00901,O00901,COD,16667.67
PAY00902,O00902,COD,12189.19
PAY00903,O00903,Net Banking,9548.3
PAY00904,O00904,COD,11143.35
PAY00905,O00905,Card,13978.08
PAY00906,O00906,Net Banking,12191.22
PAY00907,O00907,Card,22713.06
PAY00908,O00908,UPI,38256.96
PAY00909,O00909,COD,15681.14
PAY00910,O00910,Card,5492.38
PAY00911,O00911,UPI,2913.72
PAY00912,O00912,COD,15746.61
PAY00913,O00913,Card,10516.69
PAY00914,O00914,UPI,1226.67
PAY00915,O00915,Net Banking,15137.96
PAY00916,O00916,UPI,27193.47
PAY00917,O00917,COD,3409.72
PAY00918,O00918,UPI,1224.46
PAY00919,O00919,Net Banking,18991.74
PAY00920,O00920,COD,4528.89
PAY00921,O00921,UPI,2522.3
PAY00922,O00922,COD,14059.92
PAY00923,O00923,UPI,6755.98
PAY00924,O00924,UPI,21326.66
PAY00925,O00925,COD,12526.6
PAY00926,O00926,UPI,24566.3
PAY00927,O00927,Card,9763.16
PAY00928,O00928,Card,9882.98
PAY00929,O00929,Card,7728.69
PAY00930,O00930,COD,4826.76
PAY00931,O00931,Card,7010.36
PAY00932,O00932,Net Banking,24472.18
PAY00933,O00933,Card,4622.64
PAY00934,O00934,UPI,2313.13
PAY00935,O00935,Net Banking,17305.99
PAY00936,O00936,Card,6454.05
PAY00937,O00937,Card,14525.51
PAY00938,O00938,COD,12204.03
PAY00939,O00939,Net Banking,20552.08
PAY00940,O00940,COD,22031.41
PAY00941,O00941,COD,6422.31
PAY00942,O00942,UPI,12103.4
PAY00943,O00943,UPI,18417.97
PAY00944,O00944,UPI,1226.67
PAY00945,O00945,UPI,27096.9
PAY00946,O00946,COD,15307.61
PAY00947,O00947,UPI,30440.46
PAY00948,O00948,UPI,316.62
PAY00949,O00949,COD,15426.08
PAY00950,O00950,UPI,18087.55
PAY00951,O00951,UPI,7279.46
PAY00952,O00952,Card,19214.61
PAY00953,O00953,Net Banking,31722.98
PAY00954,O00954,COD,27928.99
PAY00955,O00955,UPI,11375.03
PAY00956,O00956,UPI,23460.1
PAY00957,O00957,COD,1463.71
PAY00958,O00958,Card,17719.0
PAY00959,O00959,Card,18163.9
PAY00960,O00960,Card,16081.99
PAY00961,O00961,UPI,21188.01
PAY00962,O00962,COD,18357.16
PAY00963,O00963,Card,11370.12
PAY00964,O00964,COD,3544.03
PAY00965,O00965,UPI,27672.09
PAY00966,O00966,Card,5654.67
PAY00967,O00967,COD,18379.74
PAY00968,O00968,UPI,12185.97
PAY00969,O00969,Card,2746.25
PAY00970,O00970,Card,9796.43
PAY00971,O00971,UPI,7488.86
PAY00972,O00972,Net Banking,18162.99
PAY00973,O00973,Card,13427.27
PAY00974,O00974,COD,15171.77
PAY00975,O00975,COD,6631.56
PAY00976,O00976,Net Banking,23528.13
PAY00977,O00977,UPI,22069.73
PAY00978,O00978,UPI,10314.91
PAY00979,O00979,UPI,20153.25
PAY00980,O00980,COD,50208.9
PAY00981,O00981,UPI,14789.73
PAY00982,O00982,COD,10948.86
PAY00983,O00983,COD,10093.98
PAY00984,O00984,Net Banking,2498.52
PAY00985,O00985,UPI,9408.48
PAY00986,O00986,UPI,8797.74
PAY00987,O00987,UPI,16881.39
PAY00988,O00988,Card,8772.3
PAY00989,O00989,UPI,19050.66
PAY00990,O00990,Card,23876.7
PAY00991,O00991,COD,2548.03
PAY00992,O00992,UPI,6507.79
PAY00993,O00993,Card,12365.42
PAY00994,O00994,UPI,17582.31
PAY00995,O00995,Card,11206.38
PAY00996,O00996,COD,15033.37
PAY00997,O00997,UPI,5245.23
PAY00998,O00998,Card,6163.77
PAY00999,O00999,Net Banking,12603.67
PAY01000,O01000,Net Banking,20410.62
PAY01001,O01001,UPI,6969.96
PAY01002,O01002,Net Banking,12901.77
PAY01003,O01003,COD,23150.15
PAY01004,O01004,UPI,2951.22
PAY01005,O01005,UPI,23477.73
PAY01006,O01006,UPI,21003.61
PAY01007,O01007,UPI,1582.4
PAY01008,O01008,COD,13605.88
PAY01009,O01009,Card,4751.64
PAY01010,O01010,UPI,14497.78
PAY01011,O01011,UPI,4180.4
PAY01012,O01012,Card,28356.49
PAY01013,O01013,UPI,35387.29
PAY01014,O01014,UPI,38121.86
PAY01015,O01015,UPI,11585.11
PAY01016,O01016,COD,22288.35
PAY01017,O01017,UPI,21733.33
PAY01018,O01018,UPI,6510.14
PAY01019,O01019,Card,6992.93
PAY01020,O01020,UPI,10455.52
PAY01021,O01021,Card,14123.42
PAY01022,O01022,UPI,2903.22
PAY01023,O01023,UPI,13990.7
PAY01024,O01024,Card,26213.86
PAY01025,O01025,UPI,8291.42
PAY01026,O01026,UPI,8238.76
PAY01027,O01027,COD,2692.6
PAY01028,O01028,UPI,20859.74
PAY01029,O01029,COD,9771.42
PAY01030,O01030,Card,13552.42
PAY01031,O01031,UPI,11807.16
PAY01032,O01032,UPI,12308.24
PAY01033,O01033,UPI,17365.05
PAY01034,O01034,COD,4488.94
PAY01035,O01035,Net Banking,10503.18
PAY01036,O01036,UPI,2417.65
PAY01037,O01037,COD,31157.71
PAY01038,O01038,UPI,6450.36
PAY01039,O01039,Card,17767.72
PAY01040,O01040,UPI,6534.8
PAY01041,O01041,Card,14771.07
PAY01042,O01042,Card,14647.73
PAY01043,O01043,Card,20990.95
PAY01044,O01044,COD,4991.87
PAY01045,O01045,COD,3823.27
PAY01046,O01046,Net Banking,15379.5
PAY01047,O01047,COD,11063.95
PAY01048,O01048,COD,13627.05
PAY01049,O01049,UPI,13228.67
PAY01050,O01050,COD,3095.05
PAY01051,O01051,Card,6680.56
PAY01052,O01052,Card,9816.39
PAY01053,O01053,COD,15296.81
PAY01054,O01054,UPI,12181.94
PAY01055,O01055,UPI,11916.66
PAY01056,O01056,Card,29150.48
PAY01057,O01057,UPI,19580.38
PAY01058,O01058,COD,12547.7
PAY01059,O01059,UPI,7760.04
PAY01060,O01060,Net Banking,4073.16
PAY01061,O01061,UPI,17464.24
PAY01062,O01062,COD,3391.07
PAY01063,O01063,COD,3277.12
PAY01064,O01064,UPI,21598.24
PAY01065,O01065,Net Banking,33093.16
PAY01066,O01066,UPI,7208.72
PAY01067,O01067,COD,5688.58
PAY01068,O01068,Card,14336.17
PAY01069,O01069,UPI,21470.8
PAY01070,O01070,COD,2967.41
PAY01071,O01071,COD,29640.34
PAY01072,O01072,UPI,2665.31
PAY01073,O01073,UPI,15478.11
PAY01074,O01074,UPI,21108.9
PAY01075,O01075,COD,3412.42
PAY01076,O01076,UPI,3198.82
PAY01077,O01077,Card,4216.63
PAY01078,O01078,COD,1090.38
PAY01079,O01079,UPI,9321.64
PAY01080,O01080,UPI,23780.38
PAY01081,O01081,UPI,3746.83
PAY01082,O01082,Net Banking,21283.05
PAY01083,O01083,COD,9662.94
PAY01084,O01084,COD,26500.99
PAY01085,O01085,COD,19623.52
PAY01086,O01086,Net Banking,27969.39
PAY01087,O01087,Card,4035.66
PAY01088,O01088,COD,25621.8
PAY01089,O01089,UPI,7124.0
PAY01090,O01090,Card,23043.11
PAY01091,O01091,COD,15454.25
PAY01092,O01092,UPI,5637.1
PAY01093,O01093,Card,14115.25
PAY01094,O01094,Card,21988.94
PAY01095,O01095,Card,15843.56
PAY01096,O01096,COD,19006.83
PAY01097,O01097,COD,1951.49
PAY01098,O01098,UPI,14505.58
PAY01099,O01099,Card,18485.35
PAY01100,O01100,UPI,5910.92
PAY01101,O01101,UPI,14965.83
PAY01102,O01102,UPI,18167.61
PAY01103,O01103,UPI,24994.78
PAY01104,O01104,COD,9856.9
PAY01105,O01105,UPI,21144.82
PAY01106,O01106,Card,5146.18
PAY01107,O01107,Net Banking,12121.18
PAY01108,O01108,Card,16382.35
PAY01109,O01109,UPI,2009.58
PAY01110,O01110,UPI,24787.31
PAY01111,O01111,COD,13942.04
PAY01112,O01112,Card,12077.18
PAY01113,O01113,UPI,13516.01
PAY01114,O01114,Net Banking,15582.24
PAY01115,O01115,UPI,13535.49
PAY01116,O01116,COD,17671.13
PAY01117,O01117,Card,35884.67
PAY01118,O01118,UPI,15494.98
PAY01119,O01119,Card,3663.95
PAY01120,O01120,UPI,7344.41
PAY01121,O01121,UPI,21062.74
PAY01122,O01122,Card,8373.55
PAY01123,O01123,UPI,5713.9
PAY01124,O01124,Card,3746.83
PAY01125,O01125,Card,11233.29
PAY01126,O01126,UPI,19682.18
PAY01127,O01127,UPI,9922.39
PAY01128,O01128,UPI,923.92
PAY01129,O01129,UPI,2088.39
PAY01130,O01130,UPI,9885.48
PAY01131,O01131,UPI,2608.94
PAY01132,O01132,Card,3948.02
PAY01133,O01133,UPI,2508.88
PAY01134,O01134,UPI,12358.92
PAY01135,O01135,Card,7122.78
PAY01136,O01136,COD,14983.92
PAY01137,O01137,Card,20636.42
PAY01138,O01138,Net Banking,17983.8
PAY01139,O01139,COD,12011.9
PAY01140,O01140,COD,15551.79
PAY01141,O01141,UPI,11520.91
PAY01142,O01142,UPI,16620.65
PAY01143,O01143,Card,18629.97
PAY01144,O01144,Card,6736.86
PAY01145,O01145,UPI,16311.7
PAY01146,O01146,UPI,15775.76
PAY01147,O01147,Card,12444.07
PAY01148,O01148,Net Banking,19781.78
PAY01149,O01149,UPI,3120.96
PAY01150,O01150,Card,1950.6
PAY01151,O01151,Card,19644.48
PAY01152,O01152,COD,20544.19
PAY01153,O01153,Card,11270.68
PAY01154,O01154,COD,2471.62
PAY01155,O01155,UPI,27619.83
PAY01156,O01156,Card,12494.4
PAY01157,O01157,COD,7200.05
PAY01158,O01158,Card,8319.78
PAY01159,O01159,UPI,8625.52
PAY01160,O01160,UPI,13275.22
PAY01161,O01161,UPI,22785.61
PAY01162,O01162,Net Banking,8095.96
PAY01163,O01163,Card,14488.11
PAY01164,O01164,Card,19011.85
PAY01165,O01165,UPI,21744.75
PAY01166,O01166,Card,7892.08
PAY01167,O01167,UPI,27261.93
PAY01168,O01168,Card,5119.72
PAY01169,O01169,COD,8678.66
PAY01170,O01170,Net Banking,13149.32
PAY01171,O01171,Net Banking,10868.22
PAY01172,O01172,Card,3563.3
PAY01173,O01173,COD,10568.48
PAY01174,O01174,UPI,5118.66
PAY01175,O01175,Card,8458.37
PAY01176,O01176,Card,21866.07
PAY01177,O01177,UPI,7381.88
PAY01178,O01178,Card,13472.53
PAY01179,O01179,UPI,3030.86
PAY01180,O01180,Card,14349.88
PAY01181,O01181,UPI,1680.9
PAY01182,O01182,Card,20492.41
PAY01183,O01183,UPI,25304.55
PAY01184,O01184,Card,22368.4
PAY01185,O01185,Card,14065.07
PAY01186,O01186,Card,1665.68
PAY01187,O01187,COD,8572.48
PAY01188,O01188,Card,17736.76
PAY01189,O01189,Card,17137.86
PAY01190,O01190,COD,6572.59
PAY01191,O01191,UPI,16269.5
PAY01192,O01192,UPI,13633.42
PAY01193,O01193,Net Banking,16306.59
PAY01194,O01194,Net Banking,3948.02
PAY01195,O01195,UPI,3728.69
PAY01196,O01196,UPI,10213.5
PAY01197,O01197,Card,11939.98
PAY01198,O01198,Card,11353.88
PAY01199,O01199,COD,20833.16
PAY01200,O01200,UPI,1504.69
PAY01201,O01201,UPI,4454.13
PAY01202,O01202,Card,8079.62
PAY01203,O01203,UPI,15085.94
PAY01204,O01204,Card,21290.53
PAY01205,O01205,COD,7903.79
PAY01206,O01206,UPI,14199.51
PAY01207,O01207,Card,4051.61
PAY01208,O01208,COD,23797.47
PAY01209,O01209,UPI,13524.88
PAY01210,O01210,Net Banking,15364.91
PAY01211,O01211,UPI,22713.67
PAY01212,O01212,Card,14447.41
PAY01213,O01213,Card,9268.91
PAY01214,O01214,Net Banking,8268.95
PAY01215,O01215,Card,1811.03
PAY01216,O01216,Card,7594.77
PAY01217,O01217,Card,2548.03
PAY01218,O01218,UPI,13693.63
PAY01219,O01219,UPI,6713.65
PAY01220,O01220,Net Banking,4231.42
PAY01221,O01221,UPI,14166.65
PAY01222,O01222,COD,13236.64
PAY01223,O01223,UPI,4731.26
PAY01224,O01224,Net Banking,4323.07
PAY01225,O01225,UPI,13448.03
PAY01226,O01226,Net Banking,12684.45
PAY01227,O01227,COD,9218.27
PAY01228,O01228,COD,24810.47
PAY01229,O01229,COD,3625.12
PAY01230,O01230,UPI,16078.8
PAY01231,O01231,Card,19061.66
PAY01232,O01232,Card,10533.08
PAY01233,O01233,COD,18363.5
PAY01234,O01234,Card,14035.17
PAY01235,O01235,UPI,28257.81
PAY01236,O01236,UPI,9446.42
PAY01237,O01237,UPI,9972.44
PAY01238,O01238,Card,29290.88
PAY01239,O01239,Net Banking,15006.58
PAY01240,O01240,Net Banking,15836.87
PAY01241,O01241,Card,10382.62
PAY01242,O01242,COD,4987.54
PAY01243,O01243,UPI,9067.1
PAY01244,O01244,Card,21477.28
PAY01245,O01245,Card,21650.34
PAY01246,O01246,UPI,11515.3
PAY01247,O01247,Card,3297.45
PAY01248,O01248,UPI,9000.06
PAY01249,O01249,Net Banking,3198.82
PAY01250,O01250,Card,28339.37
PAY01251,O01251,Card,853.45
PAY01252,O01252,Card,10437.54
PAY01253,O01253,COD,1362.97
PAY01254,O01254,COD,12972.1
PAY01255,O01255,UPI,11548.85
PAY01256,O01256,Card,11891.45
PAY01257,O01257,COD,11237.23
PAY01258,O01258,UPI,23819.09
PAY01259,O01259,Net Banking,13673.5
PAY01260,O01260,Net Banking,17095.0
PAY01261,O01261,UPI,15701.3
PAY01262,O01262,UPI,14441.02
PAY01263,O01263,UPI,15338.26
PAY01264,O01264,COD,23478.07
PAY01265,O01265,COD,15861.16
PAY01266,O01266,Card,9653.52
PAY01267,O01267,COD,6524.14
PAY01268,O01268,Card,23568.76
PAY01269,O01269,UPI,336.41
PAY01270,O01270,Card,19624.63
PAY01271,O01271,Card,13859.27
PAY01272,O01272,Card,9886.61
PAY01273,O01273,UPI,6287.08
PAY01274,O01274,UPI,5910.92
PAY01275,O01275,COD,9870.8
PAY01276,O01276,Card,23489.46
PAY01277,O01277,Card,34301.81
PAY01278,O01278,UPI,5559.21
PAY01279,O01279,UPI,32637.61
PAY01280,O01280,COD,6073.41
PAY01281,O01281,UPI,16453.53
PAY01282,O01282,Card,13542.13
PAY01283,O01283,Card,13673.27
PAY01284,O01284,UPI,14470.42
PAY01285,O01285,UPI,2568.37
PAY01286,O01286,Card,12634.7
PAY01287,O01287,UPI,3987.66
PAY01288,O01288,Card,738.49
PAY01289,O01289,Net Banking,832.84
PAY01290,O01290,Card,12274.78
PAY01291,O01291,COD,24589.05
PAY01292,O01292,UPI,12519.81
PAY01293,O01293,COD,15765.09
PAY01294,O01294,Net Banking,17372.7
PAY01295,O01295,COD,9885.29
PAY01296,O01296,Net Banking,12794.55
PAY01297,O01297,COD,18113.37
PAY01298,O01298,COD,5817.12
PAY01299,O01299,Card,7741.36
PAY01300,O01300,UPI,8536.3
PAY01301,O01301,UPI,8215.5
PAY01302,O01302,UPI,13936.19
PAY01303,O01303,COD,25853.68
PAY01304,O01304,UPI,13774.55
PAY01305,O01305,UPI,3794.67
PAY01306,O01306,UPI,14308.82
PAY01307,O01307,COD,12308.24
PAY01308,O01308,UPI,25310.89
PAY01309,O01309,COD,14312.2
PAY01310,O01310,UPI,8038.29
PAY01311,O01311,UPI,11860.91
PAY01312,O01312,COD,18505.66
PAY01313,O01313,Card,14393.9
PAY01314,O01314,UPI,9528.68
PAY01315,O01315,COD,10304.84
PAY01316,O01316,COD,6714.66
PAY01317,O01317,UPI,7929.21
PAY01318,O01318,Net Banking,31201.66
PAY01319,O01319,COD,3091.17
PAY01320,O01320,Card,9378.81
PAY01321,O01321,UPI,1143.34
PAY01322,O01322,UPI,1429.18
PAY01323,O01323,UPI,6744.26
PAY01324,O01324,Card,5404.52
PAY01325,O01325,UPI,12817.43
PAY01326,O01326,UPI,1950.6
PAY01327,O01327,Card,14471.72
PAY01328,O01328,COD,30039.67
PAY01329,O01329,Card,10771.94
PAY01330,O01330,UPI,22019.92
PAY01331,O01331,Card,6002.19
PAY01332,O01332,UPI,12670.29
PAY01333,O01333,UPI,18239.3
PAY01334,O01334,Card,7006.4
PAY01335,O01335,UPI,21666.23
PAY01336,O01336,Net Banking,8329.6
PAY01337,O01337,UPI,8344.78
PAY01338,O01338,COD,1263.86
PAY01339,O01339,COD,11962.59
PAY01340,O01340,COD,5279.54
PAY01341,O01341,Net Banking,17096.59
PAY01342,O01342,UPI,1137.47
PAY01343,O01343,UPI,14665.58
PAY01344,O01344,Net Banking,13146.47
PAY01345,O01345,Card,16518.46
PAY01346,O01346,UPI,16269.32
PAY01347,O01347,COD,11909.68
PAY01348,O01348,Card,395.78
PAY01349,O01349,Card,5949.1
PAY01350,O01350,COD,30021.22
PAY01351,O01351,Card,14374.56
PAY01352,O01352,COD,27055.93
PAY01353,O01353,Card,11427.49
PAY01354,O01354,Card,12889.42
PAY01355,O01355,UPI,19739.92
PAY01356,O01356,UPI,17445.61
PAY01357,O01357,COD,28053.12
PAY01358,O01358,COD,3452.69
PAY01359,O01359,Card,9745.4
PAY01360,O01360,COD,11515.1
PAY01361,O01361,UPI,21191.17
PAY01362,O01362,UPI,17156.17
PAY01363,O01363,Net Banking,10793.03
PAY01364,O01364,UPI,2043.56
PAY01365,O01365,UPI,1214.8
PAY01366,O01366,UPI,21511.27
PAY01367,O01367,Card,28495.24
PAY01368,O01368,UPI,12362.71
PAY01369,O01369,COD,3306.95
PAY01370,O01370,COD,14973.21
PAY01371,O01371,Card,21727.28
PAY01372,O01372,UPI,12042.18
PAY01373,O01373,UPI,7701.94
PAY01374,O01374,UPI,2976.26
PAY01375,O01375,UPI,4671.23
PAY01376,O01376,UPI,9439.2
PAY01377,O01377,Card,12650.74
PAY01378,O01378,Card,16530.11
PAY01379,O01379,UPI,15816.45
PAY01380,O01380,UPI,2916.42
PAY01381,O01381,Card,23051.33
PAY01382,O01382,UPI,14732.49
PAY01383,O01383,COD,11353.88
PAY01384,O01384,UPI,2631.36
PAY01385,O01385,UPI,33968.38
PAY01386,O01386,COD,4052.56
PAY01387,O01387,COD,1267.1
PAY01388,O01388,Card,4831.47
PAY01389,O01389,UPI,14613.75
PAY01390,O01390,Card,30642.56
PAY01391,O01391,COD,9697.8
PAY01392,O01392,UPI,30560.55
PAY01393,O01393,Card,20645.72
PAY01394,O01394,UPI,18843.7
PAY01395,O01395,Card,32152.68
PAY01396,O01396,COD,7569.25
PAY01397,O01397,Card,11608.23
PAY01398,O01398,UPI,15844.25
PAY01399,O01399,COD,10361.74
PAY01400,O01400,Card,12046.45
PAY01401,O01401,COD,9000.06
PAY01402,O01402,UPI,20909.94
PAY01403,O01403,Net Banking,22798.88
PAY01404,O01404,UPI,8014.5
PAY01405,O01405,Card,33497.98
PAY01406,O01406,UPI,6375.08
PAY01407,O01407,UPI,8862.39
PAY01408,O01408,Card,4391.13
PAY01409,O01409,UPI,16025.61
PAY01410,O01410,UPI,6513.19
PAY01411,O01411,Net Banking,6691.06
PAY01412,O01412,UPI,14529.41
PAY01413,O01413,UPI,18476.01
PAY01414,O01414,COD,11871.06
PAY01415,O01415,COD,6653.99
PAY01416,O01416,COD,4468.83
PAY01417,O01417,UPI,4384.49
PAY01418,O01418,Card,16564.43
PAY01419,O01419,COD,16144.94
PAY01420,O01420,Card,13017.58
PAY01421,O01421,Card,7295.4
PAY01422,O01422,COD,2270.62
PAY01423,O01423,UPI,14488.11
PAY01424,O01424,Net Banking,21174.08
PAY01425,O01425,COD,20204.92
PAY01426,O01426,UPI,1429.18
PAY01427,O01427,Card,9276.77
PAY01428,O01428,Card,9386.84
PAY01429,O01429,UPI,17182.1
PAY01430,O01430,Card,28725.33
PAY01431,O01431,COD,14237.49
PAY01432,O01432,UPI,28554.31
PAY01433,O01433,Card,22020.86
PAY01434,O01434,COD,1746.4
PAY01435,O01435,Card,12157.68
PAY01436,O01436,UPI,13740.9
PAY01437,O01437,UPI,18458.93
PAY01438,O01438,COD,5921.49
PAY01439,O01439,COD,14193.78
PAY01440,O01440,UPI,1907.48
PAY01441,O01441,Card,7430.5
PAY01442,O01442,Net Banking,19922.38
PAY01443,O01443,Card,17794.92
PAY01444,O01444,UPI,6208.99
PAY01445,O01445,UPI,24573.6
PAY01446,O01446,UPI,10085.38
PAY01447,O01447,UPI,24419.34
PAY01448,O01448,UPI,4342.28
PAY01449,O01449,COD,13606.64
PAY01450,O01450,UPI,16670.4
PAY01451,O01451,Net Banking,19971.22
PAY01452,O01452,Card,15972.6
PAY01453,O01453,UPI,18201.71
PAY01454,O01454,Card,14055.42
PAY01455,O01455,COD,19147.92
PAY01456,O01456,Net Banking,11986.44
PAY01457,O01457,UPI,12501.31
PAY01458,O01458,UPI,25795.91
PAY01459,O01459,UPI,1377.61
PAY01460,O01460,UPI,29587.68
PAY01461,O01461,Card,15030.42
PAY01462,O01462,Card,12909.16
PAY01463,O01463,Card,25052.29
PAY01464,O01464,UPI,6948.32
PAY01465,O01465,UPI,14466.84
PAY01466,O01466,COD,15023.53
PAY01467,O01467,Card,10279.66
PAY01468,O01468,UPI,5994.93
PAY01469,O01469,UPI,1650.74
PAY01470,O01470,UPI,9970.85
PAY01471,O01471,UPI,8908.26
PAY01472,O01472,UPI,5075.04
PAY01473,O01473,UPI,12503.72
PAY01474,O01474,Card,17867.27
PAY01475,O01475,COD,31314.78
PAY01476,O01476,Card,20221.79
PAY01477,O01477,UPI,21196.27
PAY01478,O01478,UPI,19576.63
PAY01479,O01479,UPI,2527.72
PAY01480,O01480,Card,16957.25
PAY01481,O01481,COD,25647.4
PAY01482,O01482,UPI,10868.61
PAY01483,O01483,Card,5105.26
PAY01484,O01484,Net Banking,19872.82
PAY01485,O01485,Card,40136.98
PAY01486,O01486,Card,7055.59
PAY01487,O01487,COD,17546.69
PAY01488,O01488,Card,20313.4
PAY01489,O01489,Net Banking,9954.54
PAY01490,O01490,Card,6381.83
PAY01491,O01491,COD,6749.57
PAY01492,O01492,Net Banking,15451.81
PAY01493,O01493,Card,356.2
PAY01494,O01494,Card,19712.22
PAY01495,O01495,UPI,2013.42
PAY01496,O01496,UPI,6999.05
