order_id,customer_id,order_date,order_total,status
O00559,C0570,2024-07-18,26372.28,Delivered
O00560,C0372,2025-09-13,1978.47,Delivered
O00561,C0369,2025-03-31,17733.68,Delivered
O00562,C0167,2025-01-31,3507.2,Delivered
O00563,C0443,2025-03-25,9936.74,Delivered
O00564,C0267,2025-08-19,6571.32,Delivered
O00565,C0215,2025-09-03,3409.72,Delivered
O00566,C0488,2024-04-23,40875.34,Delivered
O00567,C0148,2025-06-09,13415.94,Cancelled
O00568,C0638,2024-08-17,9696.97,Delivered
O00569,C0543,2025-06-15,24836.87,Delivered
O00570,C0225,2025-08-02,14272.52,Delivered
O00571,C0061,2025-04-28,9601.31,Cancelled
O00572,C0178,2025-09-13,19603.73,Delivered
O00573,C0264,2025-07-19,12310.3,Delivered
O00574,C0089,2024-05-23,14766.91,Delivered
O00575,C0200,2024-02-11,19050.24,Delivered
O00576,C0254,2024-10-26,13357.5,Delivered
O00577,C0031,2024-06-20,2802.83,Delivered
O00578,C0617,2025-11-24,18791.72,Delivered
O00579,C0357,2025-03-22,10579.6,Delivered
O00580,C0266,2025-08-30,4555.03,Delivered
O00581,C0600,2025-10-29,9278.64,Delivered
O00582,C0376,2024-10-21,12704.99,Delivered
O00583,C0079,2024-11-24,10015.85,Delivered
O00584,C0064,2025-01-23,6792.11,Delivered
O00585,C0015,2024-09-28,13376.08,Delivered
O00586,C0326,2024-11-06,1300.99,Delivered
O00587,C0645,2024-03-10,19918.66,Delivered
O00588,C0072,2024-12-10,20136.66,Delivered
O00589,C0593,2025-08-13,7325.42,Delivered
O00590,C0615,2025-06-09,7715.65,Delivered
O00591,C0090,2025-05-18,16761.94,Delivered
O00592,C0424,2025-12-06,4661.95,Delivered
O00593,C0503,2024-02-26,10071.41,Delivered
O00594,C0166,2025-08-28,2666.96,Delivered
O00595,C0351,2024-08-08,16160.24,Delivered
O00596,C0451,2024-01-09,11284.05,Delivered
O00597,C0439,2024-01-05,31983.86,Delivered
O00598,C0373,2025-12-04,14566.01,Delivered
O00599,C0277,2025-02-21,6811.86,Cancelled
O00600,C0320,2025-10-31,26273.59,Delivered
O00601,C0159,2024-05-03,8884.7,Delivered
O00602,C0264,2025-10-22,12170.63,Delivered
O00603,C0325,2025-04-13,14035.54,Delivered
O00604,C0293,2024-11-21,11616.9,Delivered
O00605,C0368,2025-06-05,30005.9,Delivered
O00606,C0282,2024-08-16,10246.65,Delivered
O00607,C0394,2024-09-11,19239.54,Delivered
O00608,C0547,2025-06-25,7252.94,Delivered
O00609,C0300,2025-02-17,9175.28,Delivered
O00610,C0500,2024-10-17,14611.6,Delivered
O00611,C0169,2024-02-02,26596.25,Delivered
O00612,C0085,2025-04-15,4703.73,Delivered
O00613,C0114,2024-09-02,5120.04,Delivered
O00614,C0538,2025-06-17,6090.62,Delivered
O00615,C0087,2025-06-30,1415.5,Delivered
O00616,C0267,2025-02-21,21492.94,Delivered
O00617,C0043,2025-04-29,18031.39,Delivered
O00618,C0274,2024-01-15,2198.3,Delivered
O00619,C0210,2025-08-04,34586.09,Delivered
O00620,C0406,2025-09-14,6568.49,Delivered
O00621,C0286,2025-08-18,32402.88,Delivered
O00622,C0077,2024-07-22,3369.99,Delivered
O00623,C0541,2024-12-11,16378.22,Delivered
O00624,C0367,2025-03-29,10524.82,Cancelled
O00625,C0631,2025-11-05,3095.05,Delivered
O00626,C0426,2025-04-07,10737.91,Delivered
O00627,C0527,2024-03-05,6149.9,Returned
O00628,C0064,2025-08-07,21028.15,Delivered
O00629,C0239,2024-04-22,13081.65,Delivered
O00630,C0039,2025-03-23,24322.0,Delivered
O00631,C0336,2025-12-14,3748.11,Delivered
O00632,C0311,2025-02-08,7045.6,Delivered
O00633,C0259,2024-08-02,28455.34,Delivered
O00634,C0528,2025-09-04,16247.36,Delivered
O00635,C0250,2025-07-25,9370.28,Delivered
O00636,C0625,2024-04-15,10116.44,Delivered
O00637,C0184,2024-08-23,8331.44,Delivered
O00638,C0435,2024-06-12,9945.38,Delivered
O00639,C0620,2024-08-24,6695.16,Delivered
O00640,C0607,2025-06-17,5621.81,Returned
O00641,C0034,2025-11-07,3763.32,Delivered
O00642,C0196,2024-04-09,16919.45,Delivered
O00643,C0522,2025-09-26,28931.39,Returned
O00644,C0088,2025-06-21,8514.09,Delivered
O00645,C0380,2024-07-29,10266.1,Delivered
O00646,C0063,2024-10-23,26562.34,Delivered
O00647,C0380,2024-05-16,9591.44,Delivered
O00648,C0417,2024-12-07,24207.49,Delivered
O00649,C0136,2025-06-22,15496.73,Delivered
O00650,C0318,2025-06-09,4454.13,Delivered
O00651,C0485,2025-11-04,17130.46,Delivered
O00652,C0289,2025-03-12,19686.17,Delivered
O00653,C0395,2024-08-30,13612.09,Delivered
O00654,C0380,2025-01-09,4169.17,Delivered
O00655,C0231,2024-03-23,16246.2,Delivered
O00656,C0581,2025-11-26,4676.94,Delivered
O00657,C0080,2025-04-09,15645.76,Delivered
O00658,C0233,2025-11-02,7680.06,Delivered
O00659,C0600,2025-09-28,15051.24,Delivered
O00660,C0116,2024-05-12,6571.32,Delivered
O00661,C0597,2025-12-10,2311.53,Delivered
O00662,C0117,2024-05-25,16797.65,Delivered
O00663,C0599,2025-05-18,4753.43,Delivered
O00664,C0478,2025-04-26,17848.32,Delivered
O00665,C0533,2024-06-13,1242.9,Delivered
O00666,C0481,2025-06-25,18370.32,Delivered
O00667,C0053,2024-04-10,14773.58,Delivered
O00668,C0180,2025-01-03,12965.29,Delivered
O00669,C0322,2025-07-18,25049.1,Delivered
O00670,C0403,2025-10-15,30592.05,Delivered
O00671,C0605,2025-08-08,17167.45,Delivered
O00672,C0541,2025-01-25,11874.92,Delivered
O00673,C0570,2024-12-26,14398.46,Delivered
O00674,C0046,2024-08-06,10751.14,Delivered
O00675,C0429,2025-11-01,21436.97,Delivered
O00676,C0193,2024-10-30,5638.08,Delivered
O00677,C0298,2025-02-11,11464.9,Delivered
O00678,C0582,2025-04-19,2217.41,Delivered
O00679,C0253,2025-03-15,9608.45,Delivered
O00680,C0081,2025-06-18,12433.21,Delivered
O00681,C0104,2025-09-27,21527.7,Delivered
O00682,C0039,2025-11-19,28861.74,Delivered
O00683,C0142,2024-12-16,2439.95,Delivered
O00684,C0421,2024-11-17,19586.57,Delivered
O00685,C0133,2024-10-16,11832.12,Delivered
O00686,C0489,2024-09-01,1315.68,Delivered
O00687,C0483,2024-06-02,6743.64,Delivered
O00688,C0323,2025-06-27,17791.7,Delivered
O00689,C0180,2025-03-24,11427.9,Delivered
O00690,C0200,2024-08-13,10514.72,Delivered
O00691,C0120,2025-01-30,14530.93,Delivered
O00692,C0113,2024-11-01,13347.17,Delivered
O00693,C0110,2024-01-08,2522.3,Delivered
O00694,C0558,2025-07-24,18493.02,Returned
O00695,C0108,2024-11-29,19914.25,Delivered
O00696,C0534,2025-09-30,21139.32,Delivered
O00697,C0533,2024-03-07,9453.45,Delivered
O00698,C0558,2025-04-14,7146.56,Delivered
O00699,C0490,2024-10-21,24415.63,Delivered
O00700,C0077,2024-12-06,9382.72,Delivered
O00701,C0272,2024-06-23,10551.28,Delivered
O00702,C0051,2024-11-30,3666.96,Delivered
O00703,C0125,2025-08-29,8020.53,Delivered
O00704,C0413,2025-07-23,14480.28,Delivered
O00705,C0530,2025-04-18,9662.94,Delivered
O00706,C0346,2024-01-10,5136.74,Delivered
O00707,C0613,2025-07-07,3563.3,Delivered
O00708,C0020,2025-06-14,20688.18,Delivered
O00709,C0577,2024-04-07,20258.03,Delivered
O00710,C0636,2025-07-18,24837.43,Delivered
O00711,C0349,2025-06-03,12742.19,Delivered
O00712,C0348,2025-10-13,18735.31,Delivered
O00713,C0449,2025-04-13,31706.61,Delivered
O00714,C0568,2025-09-11,15354.98,Delivered
O00715,C0480,2025-09-30,22029.34,Delivered
O00716,C0602,2024-08-08,23741.78,Delivered
O00717,C0440,2024-11-18,11988.9,Delivered
O00718,C0430,2024-11-13,16940.65,Delivered
O00719,C0614,2024-09-10,34121.73,Delivered
O00720,C0484,2024-07-04,15872.24,Delivered
O00721,C0499,2024-12-11,17670.1,Delivered
O00722,C0517,2024-10-12,18323.57,Delivered
O00723,C0587,2025-01-08,11553.39,Returned
O00724,C0078,2025-04-26,4931.02,Delivered
O00725,C0160,2025-01-12,13477.78,Delivered
O00726,C0638,2025-10-04,22377.89,Delivered
O00727,C0125,2025-01-02,14859.95,Delivered
O00728,C0573,2025-10-10,3361.8,Delivered
O00729,C0356,2025-04-01,14186.01,Delivered
O00730,C0053,2024-08-25,4375.66,Delivered
O00731,C0459,2025-07-15,7493.72,Delivered
O00732,C0310,2024-06-04,6164.09,Delivered
O00733,C0295,2025-06-03,2054.59,Delivered
O00734,C0138,2025-04-06,21711.92,Delivered
O00735,C0294,2024-12-02,26830.39,Delivered
O00736,C0103,2025-10-28,1930.03,Delivered
O00737,C0540,2025-11-05,8372.5,Delivered
O00738,C0089,2024-04-15,22415.01,Delivered
O00739,C0193,2024-05-07,17731.07,Delivered
O00740,C0536,2025-02-14,20272.1,Cancelled
O00741,C0161,2025-02-13,9175.8,Delivered
O00742,C0580,2024-09-20,12507.8,Delivered
O00743,C0292,2025-11-22,8992.39,Delivered
O00744,C0253,2024-06-05,3951.74,Delivered
O00745,C0229,2024-09-15,11374.27,Delivered
O00746,C0589,2025-01-05,3009.37,Delivered
O00747,C0489,2024-03-20,19536.19,Delivered
O00748,C0061,2024-02-10,6084.45,Delivered
O00749,C0117,2024-12-01,26197.94,Delivered
O00750,C0279,2025-08-21,1722.01,Delivered
O00751,C0557,2024-08-27,24183.08,Delivered
O00752,C0556,2024-03-09,2717.22,Delivered
O00753,C0330,2025-03-31,25752.95,Delivered
O00754,C0171,2025-07-01,23736.23,Delivered
O00755,C0337,2024-11-14,11058.57,Delivered
O00756,C0482,2025-05-11,6777.58,Delivered
O00757,C0092,2025-06-27,21188.62,Delivered
O00758,C0058,2024-07-08,11515.1,Delivered
O00759,C0244,2025-05-08,4346.43,Delivered
O00760,C0400,2025-03-16,26288.54,Delivered
O00761,C0306,2025-12-04,9651.88,Delivered
O00762,C0482,2025-07-04,10824.9,Delivered
O00763,C0117,2024-05-15,15539.9,Delivered
O00764,C0265,2024-12-21,9145.55,Delivered
O00765,C0461,2024-03-21,14313.14,Delivered
O00766,C0594,2025-03-28,11947.11,Returned
O00767,C0147,2025-09-23,25957.91,Cancelled
O00768,C0420,2024-04-30,18608.97,Delivered
O00769,C0517,2025-06-13,7490.43,Returned
O00770,C0333,2024-02-27,12378.13,Delivered
O00771,C0449,2024-06-11,2345.79,Delivered
O00772,C0549,2025-04-10,28422.11,Delivered
O00773,C0374,2025-01-31,28510.25,Delivered
O00774,C0408,2024-08-26,10494.1,Delivered
O00775,C0250,2024-07-12,8599.77,Delivered
O00776,C0411,2024-06-18,21705.56,Returned
O00777,C0449,2024-06-01,11124.38,Delivered
O00778,C0399,2024-11-05,13527.23,Delivered
O00779,C0429,2025-10-14,19259.55,Delivered
O00780,C0247,2024-07-30,26684.47,Delivered
O00781,C0225,2025-08-12,21063.84,Delivered
O00782,C0303,2025-11-18,6004.12,Delivered
O00783,C0550,2024-01-27,23129.52,Delivered
O00784,C0341,2024-03-18,10099.31,Delivered
O00785,C0404,2024-03-31,6655.82,Delivered
O00786,C0644,2025-02-08,8741.16,Returned
O00787,C0640,2024-07-12,15327.3,Delivered
O00788,C0058,2025-05-16,10613.51,Cancelled
O00789,C0483,2024-04-16,13484.09,Delivered
O00790,C0357,2025-06-30,16906.82,Delivered
O00791,C0212,2025-04-26,4275.03,Delivered
O00792,C0521,2025-01-06,18129.82,Delivered
O00793,C0338,2025-07-30,16643.98,Delivered
O00794,C0606,2024-09-12,25014.24,Delivered
O00795,C0443,2024-07-13,8211.46,Delivered
O00796,C0541,2025-11-05,7871.91,Cancelled
O00797,C0467,2024-06-02,7673.81,Delivered
O00798,C0349,2024-12-08,16733.68,Delivered
O00799,C0364,2025-10-05,356.2,Delivered
O00800,C0202,2024-06-11,31485.54,Delivered
O00801,C0049,2024-08-21,6569.86,Delivered
O00802,C0077,2025-03-04,24323.54,Delivered
O00803,C0372,2024-09-13,9968.17,Delivered
O00804,C0637,2024-08-05,1044.19,Delivered
O00805,C0303,2024-09-13,9026.75,Delivered
O00806,C0094,2025-12-28,18500.62,Delivered
O00807,C0443,2024-03-20,15151.85,Delivered
O00808,C0302,2024-07-15,10319.81,Delivered
O00809,C0165,2024-03-05,4173.27,Delivered
O00810,C0534,2025-04-08,2476.11,Delivered
O00811,C0517,2025-01-06,14544.36,Cancelled
O00812,C0622,2024-03-10,4456.1,Delivered
O00813,C0293,2024-01-26,13604.38,Delivered
O00814,C0330,2025-01-29,6834.45,Delivered
O00815,C0584,2025-06-29,8583.28,Delivered
O00816,C0597,2025-05-11,4992.54,Delivered
O00817,C0272,2025-12-03,3706.14,Delivered
O00818,C0442,2025-11-01,10578.65,Delivered
O00819,C0454,2024-01-03,19837.23,Delivered
O00820,C0061,2025-12-24,5580.7,Delivered
O00821,C0051,2024-06-05,9278.64,Delivered
O00822,C0153,2025-04-01,18276.06,Delivered
O00823,C0006,2024-01-03,9280.83,Delivered
O00824,C0520,2024-09-12,5606.44,Delivered
O00825,C0544,2025-05-13,11303.78,Delivered
O00826,C0453,2025-02-15,2406.47,Delivered
O00827,C0127,2024-01-24,11175.98,Delivered
O00828,C0179,2025-10-12,11363.39,Delivered
O00829,C0481,2024-11-24,5388.42,Delivered
O00830,C0016,2025-01-17,14651.36,Delivered
O00831,C0494,2024-06-27,810.78,Delivered
O00832,C0129,2024-10-26,15018.67,Delivered
O00833,C0382,2024-12-31,22424.47,Delivered
O00834,C0035,2025-09-15,10503.75,Delivered
O00835,C0510,2025-07-24,4706.4,Delivered
O00836,C0443,2025-03-02,2768.03,Delivered
O00837,C0441,2025-08-06,7683.86,Delivered
O00838,C0111,2025-08-22,7288.44,Delivered
O00839,C0461,2024-04-30,9495.38,Delivered
O00840,C0317,2025-04-19,2498.52,Delivered
O00841,C0161,2024-04-01,13119.7,Delivered
O00842,C0407,2024-04-27,23499.14,Delivered
O00843,C0506,2024-01-13,24805.4,Delivered
O00844,C0488,2024-08-09,21111.38,Returned
O00845,C0347,2024-01-01,8315.46,Delivered
O00846,C0631,2024-08-08,3099.62,Delivered
O00847,C0624,2025-05-05,3430.03,Cancelled
O00848,C0369,2025-07-02,23204.67,Delivered
O00849,C0089,2024-10-31,14255.5,Returned
O00850,C0276,2024-09-09,2453.35,Delivered
O00851,C0091,2025-02-08,16924.19,Delivered
O00852,C0048,2025-05-22,11428.81,Delivered
O00853,C0174,2024-12-28,17550.29,Delivered
O00854,C0632,2024-07-17,13404.61,Delivered
O00855,C0424,2024-07-30,26396.49,Delivered
O00856,C0288,2025-05-07,7957.3,Delivered
O00857,C0354,2025-12-23,11071.8,Delivered
O00858,C0562,2024-06-06,13710.6,Delivered
O00859,C0158,2024-12-16,12956.36,Delivered
O00860,C0261,2024-05-18,6059.2,Delivered
O00861,C0429,2024-01-04,20220.26,Delivered
O00862,C0027,2025-06-21,2746.84,Delivered
O00863,C0627,2024-02-09,2459.22,Returned
O00864,C0107,2024-08-25,9067.65,Delivered
O00865,C0057,2024-11-01,8012.01,Delivered
O00866,C0623,2024-08-20,13165.88,Delivered
O00867,C0591,2025-10-02,19271.79,Delivered
O00868,C0499,2025-03-16,2687.65,Cancelled
O00869,C0024,2025-10-02,16770.98,Delivered
O00870,C0314,2025-11-09,1547.86,Cancelled
O00871,C0027,2025-12-25,29636.98,Delivered
O00872,C0457,2025-10-19,12689.62,Delivered
O00873,C0417,2025-12-21,3120.96,Delivered
O00874,C0338,2025-12-10,9618.42,Delivered
O00875,C0081,2024-10-15,8464.77,Returned
O00876,C0138,2025-04-30,15944.06,Delivered
O00877,C0295,2025-04-13,32190.75,Cancelled
O00878,C0190,2025-03-24,9576.41,Delivered
O00879,C0007,2025-04-05,12497.16,Delivered
O00880,C0354,2025-08-27,4052.56,Delivered
O00881,C0598,2024-12-24,34203.43,Delivered
O00882,C0355,2025-02-18,15326.31,Delivered
O00883,C0131,2025-04-07,14820.71,Delivered
O00884,C0047,2025-08-18,4386.69,Delivered
O00885,C0650,2024-01-02,13552.21,Delivered
O00886,C0192,2025-09-21,13733.24,Delivered
O00887,C0209,2025-04-09,13413.19,Delivered
O00888,C0646,2025-02-25,14162.61,Delivered
O00889,C0483,2025-05-27,4745.33,Delivered
O00890,C0247,2025-07-11,16815.18,Delivered
O00891,C0545,2025-10-10,4510.45,Delivered
O00892,C0643,2024-03-31,11481.12,Delivered
O00893,C0084,2025-08-07,2844.29,Delivered
O00894,C0009,2025-03-25,6733.42,Delivered
O00895,C0162,2024-11-28,10687.06,Returned
O00896,C0207,2024-02-25,16929.93,Delivered
O00897,C0214,2024-04-22,17408.85,Delivered
O00898,C0102,2024-03-19,35598.98,Delivered
O00899,C0594,2024-11-22,8489.14,Delivered
O00900,C0210,2025-07-29,19840.18,Delivered
O00901,C0079,2024-06-15,16667.67,Delivered
O00902,C0014,2025-12-27,12189.19,Returned
O00903,C0527,2025-12-04,9548.3,Delivered
O00904,C0335,2025-04-01,11143.35,Delivered
O00905,C0067,2024-08-08,13978.08,Returned
O00906,C0263,2024-02-25,12191.22,Delivered
O00907,C0277,2024-12-05,22713.06,Delivered
O00908,C0635,2025-12-17,38256.96,Delivered
O00909,C0227,2024-11-05,15681.14,Delivered
O00910,C0521,2025-11-23,5492.38,Delivered
O00911,C0190,2024-01-30,2913.72,Delivered
O00912,C0219,2025-05-03,15746.61,Delivered
O00913,C0249,2025-05-26,10516.69,Delivered
O00914,C0607,2024-08-16,1226.67,Returned
O00915,C0447,2024-07-01,15137.96,Delivered
O00916,C0363,2024-02-29,27193.47,Delivered
O00917,C0525,2025-03-22,3409.72,Delivered
O00918,C0017,2025-09-26,1224.46,Cancelled
O00919,C0028,2025-07-29,18991.74,Delivered
O00920,C0109,2025-08-08,4528.89,Delivered
O00921,C0230,2025-03-26,2522.3,Delivered
O00922,C0634,2024-10-12,14059.92,Delivered
O00923,C0269,2024-10-25,6755.98,Delivered
O00924,C0239,2025-02-06,21326.66,Delivered
O00925,C0133,2024-05-25,12526.6,Delivered
O00926,C0247,2024-12-20,24566.3,Delivered
O00927,C0376,2025-12-01,9763.16,Delivered
O00928,C0328,2024-03-03,9882.98,Delivered
O00929,C0055,2025-08-01,7728.69,Delivered
O00930,C0061,2025-06-26,4826.76,Cancelled
O00931,C0011,2025-11-12,7010.36,Delivered
O00932,C0554,2024-01-21,24472.18,Delivered
O00933,C0617,2024-07-20,4622.64,Delivered
O00934,C0256,2024-12-16,2313.13,Delivered
O00935,C0126,2024-05-15,17305.99,Delivered
O00936,C0397,2025-02-18,6454.05,Delivered
O00937,C0018,2024-01-01,14525.51,Delivered
O00938,C0050,2025-04-28,12204.03,Delivered
O00939,C0570,2025-01-13,20552.08,Delivered
O00940,C0374,2025-10-14,22031.41,Delivered
O00941,C0276,2025-12-19,6422.31,Delivered
O00942,C0078,2025-11-26,12103.4,Delivered
O00943,C0553,2024-09-02,18417.97,Delivered
O00944,C0520,2025-05-26,1226.67,Delivered
O00945,C0231,2024-04-12,27096.9,Cancelled
O00946,C0095,2025-10-10,15307.61,Delivered
O00947,C0454,2024-05-07,30440.46,Delivered
O00948,C0542,2025-04-25,316.62,Delivered
O00949,C0040,2025-11-14,15426.08,Delivered
O00950,C0160,2024-08-13,18087.55,Delivered
O00951,C0409,2024-02-01,7279.46,Delivered
O00952,C0222,2024-11-09,19214.61,Delivered
O00953,C0140,2025-05-28,31722.98,Cancelled
O00954,C0363,2024-12-08,27928.99,Returned
O00955,C0012,2024-03-01,11375.03,Delivered
O00956,C0456,2025-08-10,23460.1,Delivered
O00957,C0275,2025-04-09,1463.71,Cancelled
O00958,C0455,2025-03-19,17719.0,Delivered
O00959,C0430,2024-12-31,18163.9,Delivered
O00960,C0040,2025-03-29,16081.99,Delivered
O00961,C0536,2024-09-27,21188.01,Delivered
O00962,C0452,2024-10-22,18357.16,Delivered
O00963,C0044,2024-05-26,11370.12,Delivered
O00964,C0373,2024-01-28,3544.03,Delivered
O00965,C0540,2024-09-26,27672.09,Delivered
O00966,C0484,2024-08-07,5654.67,Delivered
O00967,C0084,2025-09-19,18379.74,Delivered
O00968,C0607,2025-04-20,12185.97,Returned
O00969,C0477,2024-12-17,2746.25,Delivered
O00970,C0504,2024-10-31,9796.43,Delivered
O00971,C0429,2024-07-21,7488.86,Delivered
O00972,C0201,2024-08-06,18162.99,Delivered
O00973,C0559,2025-07-08,13427.27,Delivered
O00974,C0482,2024-12-15,15171.77,Delivered
O00975,C0335,2025-03-20,6631.56,Delivered
O00976,C0130,2024-04-01,23528.13,Delivered
O00977,C0531,2025-06-01,22069.73,Delivered
O00978,C0317,2024-06-14,10314.91,Delivered
O00979,C0605,2024-03-17,20153.25,Delivered
O00980,C0246,2024-05-29,50208.9,Delivered
O00981,C0169,2024-09-03,14789.73,Returned
O00982,C0022,2025-05-21,10948.86,Delivered
O00983,C0630,2025-11-22,10093.98,Delivered
O00984,C0022,2025-06-25,2498.52,Delivered
O00985,C0339,2025-02-17,9408.48,Delivered
O00986,C0251,2025-12-19,8797.74,Delivered
O00987,C0632,2025-02-04,16881.39,Returned
O00988,C0179,2025-08-02,8772.3,Delivered
O00989,C0185,2024-04-05,19050.66,Delivered
O00990,C0157,2024-03-25,23876.7,Delivered
O00991,C0582,2025-03-02,2548.03,Delivered
O00992,C0275,2025-09-13,6507.79,Delivered
O00993,C0082,2024-03-06,12365.42,Delivered
O00994,C0246,2024-08-01,17582.31,Delivered
O00995,C0390,2025-12-19,11206.38,Delivered
O00996,C0229,2024-12-28,15033.37,Returned
O00997,C0187,2025-07-08,5245.23,Delivered
O00998,C0566,2025-01-23,6163.77,Delivered
O00999,C0393,2024-09-18,12603.67,Delivered
O01000,C0172,2024-04-25,20410.62,Delivered
O01001,C0309,2025-05-28,6969.96,Delivered
O01002,C0345,2024-03-01,12901.77,Delivered
O01003,C0239,2024-01-10,23150.15,Delivered
O01004,C0523,2025-01-03,2951.22,Delivered
O01005,C0186,2025-01-09,23477.73,Delivered
O01006,C0357,2024-06-22,21003.61,Delivered
O01007,C0605,2024-01-19,1582.4,Delivered
O01008,C0380,2024-03-27,13605.88,Delivered
O01009,C0067,2025-10-04,4751.64,Delivered
O01010,C0157,2024-12-03,14497.78,Delivered
O01011,C0210,2024-07-10,4180.4,Delivered
O01012,C0318,2024-04-25,28356.49,Delivered
O01013,C0136,2024-04-17,35387.29,Delivered
O01014,C0207,2024-09-17,38121.86,Delivered
O01015,C0611,2025-08-16,11585.11,Delivered
O01016,C0575,2025-04-02,22288.35,Delivered
O01017,C0243,2025-05-02,21733.33,Delivered
O01018,C0283,2025-11-28,6510.14,Delivered
O01019,C0161,2025-11-02,6992.93,Delivered
O01020,C0319,2024-10-03,10455.52,Cancelled
O01021,C0374,2025-08-03,14123.42,Delivered
O01022,C0167,2024-04-25,2903.22,Delivered
O01023,C0086,2025-09-25,13990.7,Delivered
O01024,C0496,2024-10-03,26213.86,Delivered
O01025,C0316,2024-12-05,8291.42,Delivered
O01026,C0218,2024-12-02,8238.76,Delivered
O01027,C0168,2025-04-04,2692.6,Delivered
O01028,C0581,2024-10-14,20859.74,Delivered
O01029,C0147,2025-10-01,9771.42,Cancelled
O01030,C0425,2024-10-11,13552.42,Delivered
O01031,C0424,2025-08-19,11807.16,Delivered
O01032,C0316,2024-02-24,12308.24,Delivered
O01033,C0284,2025-04-17,17365.05,Delivered
O01034,C0378,2025-03-17,4488.94,Delivered
O01035,C0092,2024-12-03,10503.18,Cancelled
O01036,C0562,2024-01-28,2417.65,Delivered
O01037,C0541,2025-05-15,31157.71,Delivered
O01038,C0160,2024-04-15,6450.36,Delivered
O01039,C0122,2024-11-13,17767.72,Delivered
O01040,C0269,2024-01-03,6534.8,Delivered
O01041,C0179,2024-01-21,14771.07,Delivered
O01042,C0409,2024-11-10,14647.73,Delivered
O01043,C0263,2024-12-24,20990.95,Delivered
O01044,C0461,2025-04-01,4991.87,Cancelled
O01045,C0647,2025-11-09,3823.27,Delivered
O01046,C0050,2025-11-01,15379.5,Delivered
O01047,C0052,2025-04-27,11063.95,Delivered
O01048,C0023,2025-06-04,13627.05,Delivered
O01049,C0316,2024-04-05,13228.67,Delivered
O01050,C0193,2024-09-09,3095.05,Delivered
O01051,C0608,2024-08-06,6680.56,Delivered
O01052,C0335,2024-03-16,9816.39,Delivered
O01053,C0284,2025-01-30,15296.81,Delivered
O01054,C0553,2025-07-11,12181.94,Delivered
O01055,C0418,2025-10-10,11916.66,Delivered
O01056,C0609,2024-10-13,29150.48,Returned
O01057,C0152,2024-12-05,19580.38,Delivered
O01058,C0489,2024-08-12,12547.7,Delivered
O01059,C0507,2024-07-09,7760.04,Delivered
O01060,C0317,2024-09-17,4073.16,Returned
O01061,C0440,2025-08-02,17464.24,Delivered
O01062,C0104,2025-09-20,3391.07,Delivered
O01063,C0182,2025-10-14,3277.12,Delivered
O01064,C0045,2024-09-29,21598.24,Delivered
O01065,C0248,2024-01-01,33093.16,Returned
O01066,C0268,2025-06-11,7208.72,Delivered
O01067,C0449,2025-10-15,5688.58,Delivered
O01068,C0384,2025-03-23,14336.17,Delivered
O01069,C0436,2024-03-02,21470.8,Delivered
O01070,C0390,2025-09-09,2967.41,Delivered
O01071,C0603,2024-05-13,29640.34,Delivered
O01072,C0167,2024-04-30,2665.31,Delivered
O01073,C0168,2025-10-30,15478.11,Delivered
O01074,C0267,2025-06-19,21108.9,Delivered
O01075,C0159,2025-12-08,3412.42,Delivered
O01076,C0221,2024-04-19,3198.82,Delivered
O01077,C0202,2025-11-24,4216.63,Delivered
O01078,C0112,2024-02-13,1090.38,Delivered
O01079,C0259,2024-12-05,9321.64,Delivered
O01080,C0313,2025-04-30,23780.38,Delivered
O01081,C0028,2025-02-16,3746.83,Delivered
O01082,C0618,2025-11-29,21283.05,Delivered
O01083,C0581,2024-02-12,9662.94,Delivered
O01084,C0263,2025-08-29,26500.99,Delivered
O01085,C0243,2024-01-27,19623.52,Delivered
O01086,C0117,2024-07-12,27969.39,Delivered
O01087,C0423,2024-09-12,4035.66,Delivered
O01088,C0630,2024-04-16,25621.8,Delivered
O01089,C0069,2025-12-27,7124.0,Delivered
O01090,C0601,2024-01-13,23043.11,Cancelled
O01091,C0374,2025-08-27,15454.25,Delivered
O01092,C0211,2025-08-13,5637.1,Delivered
O01093,C0207,2024-08-25,14115.25,Delivered
O01094,C0130,2024-07-22,21988.94,Delivered
O01095,C0379,2025-08-05,15843.56,Delivered
O01096,C0073,2024-12-22,19006.83,Delivered
O01097,C0247,2025-06-08,1951.49,Delivered
O01098,C0639,2024-08-16,14505.58,Returned
O01099,C0030,2025-09-19,18485.35,Delivered
O01100,C0394,2024-11-15,5910.92,Delivered
O01101,C0570,2024-02-17,14965.83,Delivered
O01102,C0128,2025-12-04,18167.61,Cancelled
O01103,C0504,2024-07-30,24994.78,Cancelled
O01104,C0267,2024-04-29,9856.9,Delivered
O01105,C0065,2025-03-08,21144.82,Delivered
O01106,C0093,2025-11-14,5146.18,Delivered
O01107,C0306,2025-09-29,12121.18,Delivered
O01108,C0548,2025-01-06,16382.35,Delivered
O01109,C0530,2025-08-04,2009.58,Delivered
O01110,C0545,2025-06-07,24787.31,Delivered
O01111,C0636,2025-06-08,13942.04,Delivered
O01112,C0235,2025-09-21,12077.18,Delivered
O01113,C0235,2024-02-25,13516.01,Delivered
O01114,C0476,2025-04-15,15582.24,Delivered
O01115,C0339,2024-06-27,13535.49,Delivered
O01116,C0290,2024-02-20,17671.13,Delivered
O01117,C0554,2025-10-15,35884.67,Delivered
