customer_id,order_count,revenue,avg_order_value,customer_type,segment
C0577,1,20258.03,20258.03,One-time,One-time
C0578,1,9653.52,9653.52,One-time,One-time
C0579,2,35117.44,17558.72,Repeat,Regular
C0580,2,13722.599999999999,6861.299999999999,Repeat,Regular
C0581,5,49072.43,9814.486,Repeat,Champions
C0582,2,4765.4400000000005,2382.7200000000003,Repeat,Regular
C0583,1,18899.32,18899.32,One-time,One-time
C0584,3,29293.47,9764.49,Repeat,Loyal
C0586,3,37795.08,12598.36,Repeat,Loyal
C0588,4,42102.33,10525.5825,Repeat,Loyal
C0589,4,17379.79,4344.9475,Repeat,Loyal
C0591,3,45461.16,15153.720000000001,Repeat,Loyal
C0592,1,18134.69,18134.69,One-time,One-time
C0593,3,50791.21,16930.403333333332,Repeat,Loyal
C0594,1,8489.14,8489.14,One-time,One-time
C0595,1,18040.97,18040.97,One-time,One-time
C0596,2,27405.33,13702.665,Repeat,Regular
C0597,4,27229.44,6807.36,Repeat,Loyal
C0598,2,42523.21,21261.605,Repeat,Regular
C0599,3,48307.55,16102.516666666668,Repeat,Loyal
C0600,5,66226.23,13245.246,Repeat,Champions
C0601,1,5119.72,5119.72,One-time,One-time
C0602,1,23741.78,23741.78,One-time,One-time
C0603,4,80839.51,20209.8775,Repeat,Loyal
C0605,3,38903.1,12967.699999999999,Repeat,Loyal
C0606,2,27231.65,13615.825,Repeat,Regular
C0607,2,27282.29,13641.145,Repeat,Regular
C0608,3,31201.7,10400.566666666668,Repeat,Loyal
C0609,3,45213.09,15071.029999999999,Repeat,Loyal
C0611,6,85032.21,14172.035000000002,Repeat,Champions
C0612,1,5553.81,5553.81,One-time,One-time
C0613,2,21765.01,10882.505,Repeat,Regular
C0614,3,50317.15,16772.383333333335,Repeat,Loyal
C0615,4,47849.54,11962.385,Repeat,Loyal
C0617,3,42231.990000000005,14077.330000000002,Repeat,Loyal
C0618,2,36146.15,18073.075,Repeat,Regular
C0619,3,39354.4,13118.133333333333,Repeat,Loyal
C0620,4,31995.77,7998.9425,Repeat,Loyal
C0621,2,18364.760000000002,9182.380000000001,Repeat,Regular
C0622,1,4456.1,4456.1,One-time,One-time
C0623,5,41706.03,8341.206,Repeat,Champions
C0624,1,12366.9,12366.9,One-time,One-time
C0625,2,31136.89,15568.445,Repeat,Regular
C0626,2,19970.23,9985.115,Repeat,Regular
C0627,1,15972.6,15972.6,One-time,One-time
C0628,1,3355.58,3355.58,One-time,One-time
C0629,3,44926.07,14975.356666666667,Repeat,Loyal
C0630,2,35715.78,17857.89,Repeat,Regular
C0631,5,39160.509999999995,7832.101999999999,Repeat,Champions
C0632,1,13404.61,13404.61,One-time,One-time
C0634,2,14396.33,7198.165,Repeat,Regular
C0635,3,67910.13,22636.710000000003,Repeat,Loyal
C0636,4,55142.23,13785.5575,Repeat,Loyal
C0637,3,46344.72,15448.24,Repeat,Loyal
C0638,4,54543.06,13635.765,Repeat,Loyal
C0639,3,38148.14,12716.046666666667,Repeat,Loyal
C0640,5,75012.04000000001,15002.408000000001,Repeat,Champions
C0641,1,25392.13,25392.13,One-time,One-time
C0642,2,29949.98,14974.99,Repeat,Regular
C0643,2,21702.64,10851.32,Repeat,Regular
C0644,1,10868.61,10868.61,One-time,One-time
C0645,4,35031.82,8757.955,Repeat,Loyal
C0646,2,21885.43,10942.715,Repeat,Regular
C0647,3,32958.119999999995,10986.039999999999,Repeat,Loyal
C0650,5,52076.049999999996,10415.21,Repeat,Champions
