customer_id,customer_name,signup_date,city,state
C0465,Customer 0465,2023-01-03,Ahmedabad,Maharashtra
C0466,Customer 0466,2023-01-18,Jaipur,Maharashtra
C0467,Customer 0467,2024-07-19,Pune,Delhi
C0468,Customer 0468,2023-06-29,Bengaluru,Maharashtra
C0469,Customer 0469,2024-12-05,Kolkata,Karnataka
C0470,Customer 0470,2023-10-06,Pune,Telangana
C0471,Customer 0471,2024-07-16,Kolkata,Delhi
C0472,Customer 0472,2023-02-07,Delhi,Delhi
C0473,Customer 0473,2024-11-24,Bengaluru,Rajasthan
C0474,Customer 0474,2024-06-02,Ahmedabad,Rajasthan
C0475,Customer 0475,2023-01-01,Delhi,Rajasthan
C0476,Customer 0476,2023-09-23,Kolkata,Delhi
C0477,Customer 0477,2023-03-01,Ahmedabad,Telangana
C0478,Customer 0478,2023-02-14,Hyderabad,Gujarat
C0479,Customer 0479,2024-11-29,Delhi,West Bengal
C0480,Customer 0480,2024-03-03,Ahmedabad,Karnataka
C0481,Customer 0481,2025-03-13,Ahmedabad,Karnataka
C0482,Customer 0482,2023-09-15,Mumbai,West Bengal
C0483,Customer 0483,2024-12-18,Pune,Delhi
C0484,Customer 0484,2024-09-07,Jaipur,Telangana
C0485,Customer 0485,2024-10-25,Bengaluru,Gujarat
C0486,Customer 0486,2025-04-08,Delhi,Karnataka
C0487,Customer 0487,2024-12-08,Pune,Delhi
C0488,Customer 0488,2025-01-15,Pune,Telangana
C0489,Customer 0489,2025-01-09,Pune,West Bengal
C0490,Customer 0490,2024-03-23,Hyderabad,Delhi
C0491,Customer 0491,2024-12-25,Kolkata,Karnataka
C0492,Customer 0492,2025-04-22,Delhi,Rajasthan
C0493,Customer 0493,2025-01-08,Delhi,Delhi
C0494,Customer 0494,2024-08-30,Delhi,Gujarat
C0495,Customer 0495,2023-03-16,Kolkata,Karnataka
C0496,Customer 0496,2024-03-12,Jaipur,Delhi
C0497,Customer 0497,2023-03-05,Jaipur,Maharashtra
C0498,Customer 0498,2023-04-14,Delhi,Rajasthan
C0499,Customer 0499,2023-12-28,Ahmedabad,Gujarat
C0500,Customer 0500,2024-04-09,Pune,West Bengal
C0501,Customer 0501,2024-06-11,Kolkata,Rajasthan
C0502,Customer 0502,2025-06-19,Delhi,Delhi
C0503,Customer 0503,2025-02-01,Bengaluru,Gujarat
C0504,Customer 0504,2024-02-27,Pune,West Bengal
C0505,Customer 0505,2023-12-01,Jaipur,Gujarat
C0506,Customer 0506,2024-12-13,Kolkata,Gujarat
C0507,Customer 0507,2023-10-03,Ahmedabad,West Bengal
C0508,Customer 0508,2025-06-02,Delhi,Maharashtra
C0509,Customer 0509,2025-02-20,Ahmedabad,West Bengal
C0510,Customer 0510,2024-11-13,Bengaluru,West Bengal
C0511,Customer 0511,2023-09-07,Mumbai,Delhi
C0512,Customer 0512,2024-09-13,Kolkata,Rajasthan
C0513,Customer 0513,2025-03-31,Pune,Karnataka
C0514,Customer 0514,2023-03-13,Delhi,Gujarat
C0515,Customer 0515,2023-06-27,Ahmedabad,Gujarat
C0516,Customer 0516,2024-05-30,Hyderabad,Rajasthan
C0517,Customer 0517,2023-12-26,Delhi,Maharashtra
C0518,Customer 0518,2024-12-10,Hyderabad,Gujarat
C0519,Customer 0519,2024-02-06,Hyderabad,Rajasthan
C0520,Customer 0520,2025-09-23,Mumbai,Gujarat
C0521,Customer 0521,2023-10-27,Bengaluru,Maharashtra
C0522,Customer 0522,2023-12-27,Ahmedabad,Rajasthan
C0523,Customer 0523,2023-01-04,Delhi,Delhi
C0524,Customer 0524,2023-09-05,Hyderabad,Gujarat
C0525,Customer 0525,2023-08-24,Ahmedabad,West Bengal
C0526,Customer 0526,2025-02-01,Kolkata,Rajasthan
C0527,Customer 0527,2023-12-04,Mumbai,Karnataka
C0528,Customer 0528,2023-07-23,Mumbai,Delhi
C0529,Customer 0529,2023-11-10,Kolkata,Telangana
C0530,Customer 0530,2024-07-16,Bengaluru,Gujarat
C0531,Customer 0531,2025-02-24,Pune,West Bengal
C0532,Customer 0532,2025-09-05,Pune,Maharashtra
C0533,Customer 0533,2023-02-17,Pune,Maharashtra
C0534,Customer 0534,2025-04-20,Pune,Maharashtra
C0535,Customer 0535,2024-01-24,Bengaluru,Gujarat
C0536,Customer 0536,2025-03-19,Bengaluru,Karnataka
C0537,Customer 0537,2023-02-07,Bengaluru,Rajasthan
C0538,Customer 0538,2024-09-18,Hyderabad,West Bengal
C0539,Customer 0539,2025-07-19,Ahmedabad,Rajasthan
C0540,Customer 0540,2023-02-09,Pune,West Bengal
C0541,Customer 0541,2025-03-01,Hyderabad,Delhi
C0542,Customer 0542,2023-04-25,Bengaluru,Karnataka
C0543,Customer 0543,2025-09-09,Ahmedabad,Maharashtra
C0544,Customer 0544,2025-01-14,Bengaluru,Telangana
C0545,Customer 0545,2025-06-29,Bengaluru,Maharashtra
C0546,Customer 0546,2025-06-16,Jaipur,Maharashtra
C0547,Customer 0547,2023-11-12,Mumbai,Karnataka
C0548,Customer 0548,2024-02-20,Hyderabad,West Bengal
C0549,Customer 0549,2024-11-22,Jaipur,Delhi
C0550,Customer 0550,2023-06-24,Delhi,Delhi
C0551,Customer 0551,2023-11-03,Ahmedabad,Rajasthan
C0552,Customer 0552,2023-04-10,Ahmedabad,Gujarat
C0553,Customer 0553,2025-06-07,Bengaluru,Telangana
C0554,Customer 0554,2023-09-05,Bengaluru,Telangana
C0555,Customer 0555,2024-02-15,Pune,Rajasthan
C0556,Customer 0556,2024-03-28,Ahmedabad,Gujarat
C0557,Customer 0557,2024-01-11,Bengaluru,Gujarat
C0558,Customer 0558,2025-02-16,Delhi,West Bengal
C0559,Customer 0559,2025-07-03,Bengaluru,West Bengal
C0560,Customer 0560,2024-07-26,Mumbai,Delhi
C0561,Customer 0561,2025-04-16,Hyderabad,Telangana
C0562,Customer 0562,2023-04-21,Delhi,Maharashtra
C0563,Customer 0563,2025-08-24,Pune,Telangana
C0564,Customer 0564,2023-04-26,Delhi,Maharashtra
C0565,Customer 0565,2023-03-08,Kolkata,Telangana
C0566,Customer 0566,2023-01-23,Hyderabad,West Bengal
C0567,Customer 0567,2023-09-01,Delhi,Telangana
C0568,Customer 0568,2025-04-17,Kolkata,West Bengal
C0569,Customer 0569,2023-10-28,Pune,West Bengal
C0570,Customer 0570,2025-03-01,Pune,Rajasthan
C0571,Customer 0571,2024-02-29,Jaipur,West Bengal
C0572,Customer 0572,2023-04-14,Delhi,Gujarat
C0573,Customer 0573,2024-04-18,Ahmedabad,Maharashtra
C0574,Customer 0574,2023-08-21,Bengaluru,Telangana
C0575,Customer 0575,2023-10-19,Pune,Telangana
C0576,Customer 0576,2024-06-01,Kolkata,Gujarat
C0577,Customer 0577,2025-03-01,Bengaluru,Gujarat
C0578,Customer 0578,2024-08-09,Bengaluru,Rajasthan
C0579,Customer 0579,2023-08-12,Ahmedabad,Rajasthan
C0580,Customer 0580,2024-12-18,Jaipur,Delhi
C0581,Customer 0581,2024-11-27,Bengaluru,Karnataka
C0582,Customer 0582,2023-08-26,Ahmedabad,Gujarat
C0583,Customer 0583,2025-05-01,Delhi,Telangana
C0584,Customer 0584,2025-04-23,Mumbai,Rajasthan
C0585,Customer 0585,2024-08-26,Bengaluru,Gujarat
C0586,Customer 0586,2023-10-24,Jaipur,Karnataka
C0587,Customer 0587,2023-12-21,Jaipur,Maharashtra
C0588,Customer 0588,2024-03-15,Mumbai,Gujarat
C0589,Customer 0589,2023-07-07,Kolkata,Maharashtra
C0590,Customer 0590,2023-11-02,Delhi,Telangana
C0591,Customer 0591,2023-05-15,Hyderabad,Delhi
C0592,Customer 0592,2023-06-04,Bengaluru,Maharashtra
C0593,Customer 0593,2025-01-14,Ahmedabad,Karnataka
C0594,Customer 0594,2023-05-09,Mumbai,Telangana
C0595,Customer 0595,2024-04-14,Ahmedabad,West Bengal
C0596,Customer 0596,2024-03-05,Mumbai,Maharashtra
C0597,Customer 0597,2023-02-16,Ahmedabad,West Bengal
C0598,Customer 0598,2025-04-11,Ahmedabad,Gujarat
C0599,Customer 0599,2025-09-10,Bengaluru,Maharashtra
C0600,Customer 0600,2024-09-30,Hyderabad,Rajasthan
C0601,Customer 0601,2024-11-02,Jaipur,Delhi
C0602,Customer 0602,2023-08-21,Bengaluru,Telangana
C0603,Customer 0603,2025-04-24,Mumbai,Gujarat
C0604,Customer 0604,2025-02-23,Kolkata,Telangana
C0605,Customer 0605,2024-03-14,Kolkata,Gujarat
C0606,Customer 0606,2024-12-06,Ahmedabad,Rajasthan
C0607,Customer 0607,2025-08-13,Kolkata,Karnataka
C0608,Customer 0608,2024-08-25,Kolkata,West Bengal
C0609,Customer 0609,2023-07-19,Ahmedabad,Maharashtra
C0610,Customer 0610,2023-11-27,Pune,West Bengal
C0611,Customer 0611,2023-07-05,Delhi,Rajasthan
C0612,Customer 0612,2023-11-28,Ahmedabad,West Bengal
C0613,Customer 0613,2025-06-09,Delhi,Gujarat
C0614,Customer 0614,2023-07-09,Delhi,Telangana
C0615,Customer 0615,2025-06-10,Kolkata,Telangana
C0616,Customer 0616,2023-10-13,Jaipur,West Bengal
C0617,Customer 0617,2024-05-14,Delhi,Maharashtra
C0618,Customer 0618,2024-06-12,Pune,Delhi
C0619,Customer 0619,2023-05-06,Pune,West Bengal
C0620,Customer 0620,2023-07-04,Jaipur,Rajasthan
C0621,Customer 0621,2023-11-02,Bengaluru,Telangana
C0622,Customer 0622,2023-03-01,Delhi,Delhi
C0623,Customer 0623,2025-01-24,Mumbai,West Bengal
C0624,Customer 0624,2024-06-30,Delhi,West Bengal
C0625,Customer 0625,2025-04-25,Hyderabad,Karnataka
C0626,Customer 0626,2025-05-13,Bengaluru,Karnataka
C0627,Customer 0627,2023-12-14,Kolkata,Karnataka
C0628,Customer 0628,2025-03-28,Jaipur,Maharashtra
C0629,Customer 0629,2023-03-03,Ahmedabad,West Bengal
C0630,Customer 0630,2024-03-05,Kolkata,Maharashtra
C0631,Customer 0631,2024-10-27,Bengaluru,West Bengal
C0632,Customer 0632,2024-04-11,Hyderabad,Telangana
C0633,Customer 0633,2025-01-09,Bengaluru,West Bengal
C0634,Customer 0634,2025-05-08,Pune,Telangana
C0635,Customer 0635,2024-02-29,Kolkata,Gujarat
C0636,Customer 0636,2023-10-02,Pune,Karnataka
C0637,Customer 0637,2024-08-06,Pune,Karnataka
C0638,Customer 0638,2025-05-18,Kolkata,Delhi
C0639,Customer 0639,2025-09-14,Bengaluru,Delhi
C0640,Customer 0640,2025-03-26,Delhi,Rajasthan
C0641,Customer 0641,2023-09-02,Hyderabad,Maharashtra
C0642,Customer 0642,2023-07-25,Hyderabad,West Bengal
C0643,Customer 0643,2024-07-26,Delhi,West Bengal
C0644,Customer 0644,2024-02-07,Hyderabad,Telangana
C0645,Customer 0645,2024-09-02,Jaipur,Maharashtra
C0646,Customer 0646,2025-07-12,Mumbai,Karnataka
C0647,Customer 0647,2024-07-03,Ahmedabad,Gujarat
C0648,Customer 0648,2023-12-22,Pune,Rajasthan
C0649,Customer 0649,2025-05-19,Pune,West Bengal
C0650,Customer 0650,2024-03-15,Pune,West Bengal
