order_item_id,order_id,product_id,quantity,discount,line_revenue
OI00225-1,O00225,P026,1,0.0,4264.85
OI00225-2,O00225,P020,3,0.2,3030.86
OI00225-3,O00225,P065,2,0.1,7892.08
OI00225-4,O00225,P043,2,0.05,6636.36
OI00226-1,O00226,P015,2,0.1,2257.99
OI00227-1,O00227,P077,2,0.0,9653.52
OI00227-2,O00227,P021,2,0.1,1377.52
OI00227-3,O00227,P016,3,0.1,8031.29
OI00227-4,O00227,P024,2,0.05,6899.55
OI00228-1,O00228,P035,2,0.2,5291.12
OI00228-2,O00228,P048,1,0.0,4165.72
OI00228-3,O00228,P078,2,0.15,7452.8
OI00228-4,O00228,P079,1,0.1,1592.43
OI00229-1,O00229,P070,2,0.05,4159.54
OI00229-2,O00229,P074,3,0.0,13535.49
OI00230-1,O00230,P064,1,0.2,1560.48
OI00231-1,O00231,P072,2,0.2,2476.58
OI00231-2,O00231,P078,3,0.1,11836.8
OI00231-3,O00231,P067,1,0.1,3372.15
OI00231-4,O00231,P075,3,0.1,6130.67
OI00232-1,O00232,P022,1,0.1,1301.94
OI00232-2,O00232,P078,3,0.2,10521.6
OI00233-1,O00233,P024,2,0.15,6173.28
OI00234-1,O00234,P028,3,0.0,11596.44
OI00234-2,O00234,P047,1,0.2,2908.56
OI00235-1,O00235,P069,2,0.0,9382.72
OI00235-2,O00235,P017,1,0.15,1547.53
OI00236-1,O00236,P068,3,0.15,3644.41
OI00236-2,O00236,P043,1,0.0,3492.82
OI00237-1,O00237,P003,1,0.15,4198.72
OI00237-2,O00237,P052,1,0.05,2608.94
OI00237-3,O00237,P018,1,0.1,831.53
OI00237-4,O00237,P007,1,0.0,832.84
OI00238-1,O00238,P014,3,0.1,6383.37
OI00238-2,O00238,P047,1,0.0,3635.7
OI00239-1,O00239,P015,1,0.0,1254.44
OI00239-2,O00239,P076,2,0.1,3698.26
OI00239-3,O00239,P072,2,0.05,2940.93
OI00239-4,O00239,P039,1,0.0,1583.88
OI00240-1,O00240,P006,2,0.05,5269.19
OI00240-2,O00240,P076,2,0.0,4109.18
OI00240-3,O00240,P032,3,0.0,14544.36
OI00241-1,O00241,P004,1,0.1,989.24
OI00242-1,O00242,P018,3,0.0,2771.76
OI00242-2,O00242,P057,3,0.0,14488.11
OI00242-3,O00242,P001,2,0.0,9495.68
OI00243-1,O00243,P001,2,0.2,7596.54
OI00243-2,O00243,P041,1,0.2,2143.54
OI00243-3,O00243,P031,2,0.1,712.4
OI00244-1,O00244,P022,3,0.2,3471.84
OI00244-2,O00244,P002,3,0.0,7680.06
OI00244-3,O00244,P057,2,0.2,7726.99
OI00245-1,O00245,P033,2,0.1,6770.43
OI00245-2,O00245,P024,1,0.2,2905.07
OI00245-3,O00245,P020,1,0.05,1199.72
OI00245-4,O00245,P075,1,0.2,1816.5
OI00246-1,O00246,P073,1,0.2,1011.09
OI00246-2,O00246,P080,2,0.0,3424.18
OI00246-3,O00246,P048,3,0.0,12497.16
OI00246-4,O00246,P051,3,0.1,3948.02
OI00247-1,O00247,P004,1,0.0,1099.15
OI00248-1,O00248,P024,1,0.15,3086.64
OI00248-2,O00248,P069,1,0.15,3987.66
OI00248-3,O00248,P015,2,0.2,2007.1
OI00248-4,O00248,P055,2,0.15,4056.93
OI00249-1,O00249,P054,1,0.0,2687.65
OI00249-2,O00249,P016,2,0.15,5056.74
OI00249-3,O00249,P031,1,0.05,375.99
OI00249-4,O00249,P046,3,0.05,3884.46
OI00250-1,O00250,P049,1,0.05,2439.95
OI00250-2,O00250,P075,3,0.1,6130.67
OI00251-1,O00251,P063,3,0.0,4246.71
OI00251-2,O00251,P020,1,0.2,1010.29
OI00251-3,O00251,P071,2,0.0,5934.82
OI00251-4,O00251,P041,3,0.1,7234.46
OI00252-1,O00252,P035,1,0.2,2645.56
OI00252-2,O00252,P051,1,0.1,1316.01
OI00252-3,O00252,P029,3,0.1,7575.09
OI00252-4,O00252,P063,3,0.05,4034.37
OI00253-1,O00253,P021,1,0.0,765.29
OI00253-2,O00253,P029,3,0.1,7575.09
OI00253-3,O00253,P080,1,0.15,1455.28
OI00253-4,O00253,P047,1,0.15,3090.34
OI00254-1,O00254,P054,2,0.0,5375.3
OI00254-2,O00254,P058,2,0.15,6365.53
OI00255-1,O00255,P056,2,0.15,7255.85
OI00255-2,O00255,P058,1,0.15,3182.77
OI00255-3,O00255,P017,3,0.15,4642.58
OI00255-4,O00255,P040,2,0.2,4703.73
OI00256-1,O00256,P014,3,0.2,5674.1
OI00256-2,O00256,P061,1,0.05,4231.42
OI00256-3,O00256,P009,1,0.2,2474.3
OI00256-4,O00256,P032,1,0.1,4363.31
OI00257-1,O00257,P069,3,0.0,14074.08
OI00258-1,O00258,P029,1,0.2,2244.47
OI00258-2,O00258,P044,3,0.05,13352.65
OI00258-3,O00258,P026,1,0.0,4264.85
OI00259-1,O00259,P078,1,0.1,3945.6
OI00259-2,O00259,P010,3,0.2,6826.3
OI00260-1,O00260,P017,1,0.2,1456.5
OI00260-2,O00260,P024,1,0.05,3449.77
OI00260-3,O00260,P045,1,0.0,4831.47
OI00260-4,O00260,P007,3,0.05,2373.59
OI00261-1,O00261,P021,1,0.05,727.03
OI00262-1,O00262,P066,2,0.1,3099.62
OI00262-2,O00262,P021,3,0.15,1951.49
OI00262-3,O00262,P001,1,0.0,4747.84
OI00262-4,O00262,P018,2,0.0,1847.84
OI00263-1,O00263,P034,2,0.15,6926.48
OI00263-2,O00263,P065,1,0.2,3507.59
OI00263-3,O00263,P032,1,0.1,4363.31
OI00264-1,O00264,P004,1,0.1,989.24
OI00264-2,O00264,P040,3,0.0,8819.49
OI00264-3,O00264,P067,1,0.0,3746.83
OI00265-1,O00265,P001,1,0.0,4747.84
OI00266-1,O00266,P015,2,0.05,2383.44
OI00266-2,O00266,P008,3,0.05,13484.09
OI00267-1,O00267,P004,2,0.05,2088.39
OI00267-2,O00267,P024,2,0.0,7262.68
OI00267-3,O00267,P044,2,0.2,7496.22
OI00268-1,O00268,P035,2,0.2,5291.12
OI00268-2,O00268,P077,1,0.0,4826.76
OI00268-3,O00268,P080,1,0.15,1455.28
OI00268-4,O00268,P063,2,0.05,2689.58
OI00269-1,O00269,P078,3,0.0,13152.0
OI00269-2,O00269,P051,3,0.1,3948.02
OI00269-3,O00269,P029,2,0.1,5050.06
OI00269-4,O00269,P034,1,0.0,4074.4
OI00270-1,O00270,P080,2,0.0,3424.18
OI00270-2,O00270,P061,3,0.15,11358.03
OI00270-3,O00270,P029,3,0.2,6733.42
OI00270-4,O00270,P039,2,0.0,3167.76
OI00271-1,O00271,P048,2,0.0,8331.44
OI00271-2,O00271,P056,3,0.05,12164.23
OI00271-3,O00271,P032,1,0.0,4848.12
OI00272-1,O00272,P016,2,0.0,5949.1
OI00273-1,O00273,P031,1,0.05,375.99
OI00273-2,O00273,P051,2,0.05,2778.24
OI00274-1,O00274,P035,3,0.0,9920.85
OI00274-2,O00274,P055,3,0.15,6085.4
OI00274-3,O00274,P063,2,0.2,2264.91
OI00274-4,O00274,P019,2,0.15,1476.98
OI00275-1,O00275,P004,2,0.2,1758.64
OI00275-2,O00275,P075,2,0.0,4541.24
OI00275-3,O00275,P056,3,0.2,10243.56
OI00276-1,O00276,P072,1,0.2,1238.29
OI00277-1,O00277,P005,1,0.0,4822.28
OI00278-1,O00278,P063,1,0.15,1203.23
OI00278-2,O00278,P054,3,0.15,6853.51
OI00278-3,O00278,P031,1,0.2,316.62
OI00278-4,O00278,P046,3,0.0,4088.91
OI00279-1,O00279,P042,3,0.1,2304.32
OI00279-2,O00279,P069,3,0.15,11962.97
OI00279-3,O00279,P067,3,0.05,10678.47
OI00280-1,O00280,P040,2,0.05,5585.68
OI00280-2,O00280,P044,2,0.15,7964.74
OI00280-3,O00280,P074,1,0.15,3835.06
OI00281-1,O00281,P068,3,0.15,3644.41
OI00281-2,O00281,P040,3,0.2,7055.59
OI00281-3,O00281,P021,2,0.0,1530.58
OI00282-1,O00282,P016,3,0.15,7585.1
OI00282-2,O00282,P071,2,0.0,5934.82
OI00282-3,O00282,P005,2,0.1,8680.1
OI00283-1,O00283,P004,1,0.05,1044.19
OI00283-2,O00283,P010,2,0.15,4835.29
OI00283-3,O00283,P067,3,0.1,10116.44
OI00284-1,O00284,P054,2,0.0,5375.3
OI00284-2,O00284,P042,1,0.1,768.11
OI00284-3,O00284,P034,3,0.05,11612.04
OI00284-4,O00284,P027,1,0.05,3964.61
OI00285-1,O00285,P054,1,0.0,2687.65
OI00286-1,O00286,P037,3,0.1,7867.04
OI00287-1,O00287,P041,1,0.15,2277.52
OI00288-1,O00288,P072,2,0.05,2940.93
OI00289-1,O00289,P079,1,0.0,1769.37
OI00289-2,O00289,P006,2,0.2,4437.22
OI00290-1,O00290,P010,2,0.15,4835.29
OI00291-1,O00291,P036,1,0.2,3553.88
OI00291-2,O00291,P055,1,0.2,1909.14
OI00291-3,O00291,P052,1,0.0,2746.25
OI00291-4,O00291,P050,1,0.0,2012.25
OI00292-1,O00292,P061,1,0.15,3786.01
OI00293-1,O00293,P052,3,0.0,8238.75
OI00294-1,O00294,P019,3,0.05,2476.11
OI00295-1,O00295,P014,2,0.05,4492.0
OI00296-1,O00296,P015,2,0.0,2508.88
OI00296-2,O00296,P025,3,0.0,8674.23
OI00297-1,O00297,P068,1,0.0,1429.18
OI00298-1,O00298,P016,2,0.1,5354.19
OI00298-2,O00298,P060,1,0.15,3452.69
OI00299-1,O00299,P065,2,0.1,7892.08
OI00299-2,O00299,P026,1,0.15,3625.12
OI00300-1,O00300,P073,3,0.0,3791.58
OI00300-2,O00300,P021,1,0.2,612.23
OI00300-3,O00300,P077,1,0.05,4585.42
OI00300-4,O00300,P008,3,0.0,14193.78
OI00301-1,O00301,P070,3,0.1,5910.92
OI00301-2,O00301,P037,1,0.05,2768.03
OI00302-1,O00302,P078,3,0.1,11836.8
OI00302-2,O00302,P013,1,0.0,3117.69
OI00302-3,O00302,P047,3,0.05,10361.74
OI00302-4,O00302,P032,2,0.15,8241.8
OI00303-1,O00303,P008,1,0.1,4258.13
OI00304-1,O00304,P004,3,0.2,2637.96
OI00304-2,O00304,P047,2,0.15,6180.69
OI00304-3,O00304,P050,2,0.0,4024.5
OI00305-1,O00305,P013,2,0.1,5611.84
OI00305-2,O00305,P048,1,0.05,3957.43
OI00305-3,O00305,P036,3,0.0,13327.05
OI00306-1,O00306,P012,2,0.1,3814.96
OI00306-2,O00306,P006,2,0.05,5269.19
OI00306-3,O00306,P003,3,0.1,13337.11
OI00307-1,O00307,P019,2,0.1,1563.86
OI00307-2,O00307,P011,1,0.0,4452.5
OI00307-3,O00307,P040,1,0.1,2645.85
OI00307-4,O00307,P076,1,0.0,2054.59
OI00308-1,O00308,P018,1,0.0,923.92
OI00309-1,O00309,P005,1,0.2,3857.82
OI00309-2,O00309,P043,1,0.05,3318.18
OI00309-3,O00309,P074,1,0.0,4511.83
OI00309-4,O00309,P026,2,0.1,7676.73
OI00310-1,O00310,P052,2,0.1,4943.25
OI00310-2,O00310,P080,2,0.2,2739.34
OI00310-3,O00310,P021,2,0.1,1377.52
OI00311-1,O00311,P080,3,0.0,5136.27
OI00311-2,O00311,P075,1,0.0,2270.62
OI00311-3,O00311,P003,2,0.15,8397.44
OI00312-1,O00312,P013,1,0.0,3117.69
OI00312-2,O00312,P060,2,0.15,6905.38
OI00312-3,O00312,P041,3,0.0,8038.29
OI00312-4,O00312,P002,1,0.05,2432.02
OI00313-1,O00313,P013,2,0.1,5611.84
OI00314-1,O00314,P007,1,0.0,832.84
OI00315-1,O00315,P008,1,0.1,4258.13
OI00315-2,O00315,P068,3,0.0,4287.54
OI00315-3,O00315,P061,2,0.05,8462.85
OI00315-4,O00315,P078,1,0.2,3507.2
OI00316-1,O00316,P035,3,0.15,8432.72
OI00316-2,O00316,P026,3,0.15,10875.37
OI00316-3,O00316,P057,1,0.2,3863.5
OI00316-4,O00316,P047,2,0.05,6907.83
OI00317-1,O00317,P062,2,0.1,3552.89
OI00317-2,O00317,P050,2,0.2,3219.6
OI00317-3,O00317,P080,3,0.05,4879.46
OI00318-1,O00318,P074,1,0.05,4286.24
OI00318-2,O00318,P028,2,0.15,6571.32
OI00318-3,O00318,P034,2,0.0,8148.8
OI00319-1,O00319,P051,1,0.05,1389.12
OI00319-2,O00319,P021,3,0.1,2066.28
OI00319-3,O00319,P056,1,0.15,3627.93
OI00320-1,O00320,P023,2,0.1,8100.05
OI00321-1,O00321,P037,2,0.1,5244.7
OI00321-2,O00321,P049,2,0.05,4879.9
OI00322-1,O00322,P045,3,0.0,14494.41
OI00322-2,O00322,P067,3,0.2,8992.39
OI00322-3,O00322,P042,1,0.0,853.45
OI00323-1,O00323,P027,1,0.0,4173.27
OI00324-1,O00324,P060,2,0.2,6499.18
OI00325-1,O00325,P015,2,0.1,2257.99
OI00326-1,O00326,P028,1,0.05,3672.21
OI00326-2,O00326,P072,1,0.1,1393.07
OI00327-1,O00327,P071,3,0.05,8457.12
OI00327-2,O00327,P048,2,0.05,7914.87
OI00327-3,O00327,P034,2,0.2,6519.04
OI00327-4,O00327,P057,3,0.0,14488.11
OI00328-1,O00328,P059,1,0.05,1490.36
OI00328-2,O00328,P066,3,0.0,5166.03
OI00329-1,O00329,P046,3,0.0,4088.91
OI00330-1,O00330,P022,2,0.15,2459.22
OI00330-2,O00330,P065,3,0.05,12495.8
OI00330-3,O00330,P046,3,0.0,4088.91
OI00331-1,O00331,P004,2,0.05,2088.39
OI00331-2,O00331,P025,1,0.0,2891.41
OI00331-3,O00331,P006,2,0.0,5546.52
OI00331-4,O00331,P054,3,0.05,7659.8
OI00332-1,O00332,P018,3,0.1,2494.58
OI00332-2,O00332,P019,3,0.15,2215.47
OI00333-1,O00333,P017,3,0.0,5461.86
OI00333-2,O00333,P034,1,0.1,3666.96
OI00333-3,O00333,P058,1,0.0,3744.43
OI00334-1,O00334,P029,3,0.15,7154.25
OI00334-2,O00334,P062,1,0.0,1973.83
OI00334-3,O00334,P004,3,0.0,3297.45
OI00334-4,O00334,P049,2,0.1,4623.07
OI00335-1,O00335,P012,2,0.0,4238.84
OI00335-2,O00335,P025,3,0.1,7806.81
OI00335-3,O00335,P050,1,0.0,2012.25
OI00335-4,O00335,P003,1,0.15,4198.72
OI00336-1,O00336,P046,1,0.2,1090.38
OI00336-2,O00336,P011,1,0.1,4007.25
OI00336-3,O00336,P047,2,0.1,6544.26
OI00337-1,O00337,P040,3,0.0,8819.49
OI00337-2,O00337,P059,3,0.0,4706.4
OI00337-3,O00337,P065,1,0.05,4165.27
OI00338-1,O00338,P020,2,0.0,2525.72
OI00338-2,O00338,P019,3,0.0,2606.43
OI00338-3,O00338,P044,2,0.0,9370.28
OI00338-4,O00338,P073,2,0.0,2527.72
OI00339-1,O00339,P017,1,0.15,1547.53
OI00339-2,O00339,P037,2,0.0,5827.44
OI00340-1,O00340,P055,1,0.1,2147.79
OI00340-2,O00340,P072,1,0.15,1315.68
OI00341-1,O00341,P068,1,0.05,1357.72
OI00342-1,O00342,P037,1,0.2,2330.98
OI00343-1,O00343,P012,2,0.1,3814.96
OI00343-2,O00343,P055,3,0.2,5727.43
OI00343-3,O00343,P058,2,0.0,7488.86
OI00343-4,O00343,P049,1,0.05,2439.95
OI00344-1,O00344,P024,2,0.0,7262.68
OI00344-2,O00344,P073,3,0.1,3412.42
OI00345-1,O00345,P014,3,0.15,6028.74
OI00345-2,O00345,P031,2,0.0,791.56
OI00345-3,O00345,P026,1,0.0,4264.85
OI00345-4,O00345,P007,3,0.1,2248.67
OI00346-1,O00346,P040,2,0.2,4703.73
OI00346-2,O00346,P038,2,0.0,6831.1
OI00346-3,O00346,P069,3,0.0,14074.08
OI00346-4,O00346,P066,3,0.15,4391.13
OI00347-1,O00347,P029,2,0.15,4769.5
OI00347-2,O00347,P078,2,0.05,8329.6
OI00347-3,O00347,P004,2,0.0,2198.3
OI00348-1,O00348,P023,3,0.0,13500.09
OI00348-2,O00348,P041,2,0.05,5090.92
OI00348-3,O00348,P021,3,0.15,1951.49
OI00348-4,O00348,P069,2,0.0,9382.72
OI00349-1,O00349,P023,2,0.2,7200.05
OI00349-2,O00349,P012,2,0.2,3391.07
OI00350-1,O00350,P022,3,0.1,3905.82
OI00350-2,O00350,P020,2,0.15,2146.86
OI00351-1,O00351,P002,1,0.2,2048.02
OI00351-2,O00351,P045,1,0.15,4106.75
OI00352-1,O00352,P061,2,0.05,8462.85
OI00352-2,O00352,P079,1,0.0,1769.37
OI00352-3,O00352,P016,3,0.15,7585.1
OI00353-1,O00353,P061,1,0.15,3786.01
OI00353-2,O00353,P001,1,0.1,4273.06
OI00353-3,O00353,P058,2,0.0,7488.86
OI00354-1,O00354,P036,1,0.0,4442.35
OI00354-2,O00354,P043,2,0.15,5937.79
OI00355-1,O00355,P031,3,0.2,949.87
OI00355-2,O00355,P037,3,0.2,6992.93
OI00355-3,O00355,P057,2,0.2,7726.99
OI00355-4,O00355,P029,1,0.1,2525.03
OI00356-1,O00356,P060,1,0.2,3249.59
OI00356-2,O00356,P036,3,0.05,12660.7
OI00357-1,O00357,P027,2,0.15,7094.56
OI00358-1,O00358,P044,3,0.0,14055.42
OI00358-2,O00358,P001,1,0.0,4747.84
OI00359-1,O00359,P020,1,0.0,1262.86
OI00359-2,O00359,P009,2,0.2,4948.61
OI00359-3,O00359,P076,2,0.0,4109.18
OI00359-4,O00359,P045,2,0.0,9662.94
OI00360-1,O00360,P031,3,0.2,949.87
OI00360-2,O00360,P034,2,0.0,8148.8
OI00360-3,O00360,P002,1,0.0,2560.02
OI00361-1,O00361,P032,2,0.0,9696.24
OI00362-1,O00362,P075,1,0.0,2270.62
OI00362-2,O00362,P069,1,0.15,3987.66
OI00362-3,O00362,P049,3,0.0,7705.11
OI00362-4,O00362,P019,2,0.15,1476.98
OI00363-1,O00363,P026,2,0.05,8103.22
OI00363-2,O00363,P035,2,0.2,5291.12
OI00363-3,O00363,P054,1,0.15,2284.5
OI00363-4,O00363,P022,2,0.0,2893.2
OI00364-1,O00364,P019,1,0.15,738.49
OI00365-1,O00365,P058,3,0.2,8986.63
OI00365-2,O00365,P009,2,0.05,5876.47
OI00366-1,O00366,P075,1,0.1,2043.56
OI00367-1,O00367,P051,1,0.15,1242.9
OI00367-2,O00367,P008,1,0.2,3785.01
OI00367-3,O00367,P053,2,0.0,8684.56
OI00367-4,O00367,P021,3,0.0,2295.87
OI00368-1,O00368,P053,2,0.05,8250.33
OI00368-2,O00368,P058,3,0.1,10109.96
OI00369-1,O00369,P069,1,0.2,3753.09
OI00369-2,O00369,P023,1,0.1,4050.03
OI00369-3,O00369,P020,1,0.05,1199.72
OI00369-4,O00369,P003,3,0.1,13337.11
OI00370-1,O00370,P075,2,0.15,3860.05
OI00370-2,O00370,P036,1,0.05,4220.23
OI00370-3,O00370,P054,2,0.0,5375.3
OI00370-4,O00370,P024,2,0.15,6173.28
OI00371-1,O00371,P079,2,0.2,2830.99
OI00371-2,O00371,P074,2,0.0,9023.66
OI00371-3,O00371,P047,2,0.15,6180.69
OI00371-4,O00371,P080,1,0.1,1540.88
OI00372-1,O00372,P068,2,0.0,2858.36
OI00372-2,O00372,P059,1,0.1,1411.92
OI00372-3,O00372,P070,3,0.0,6567.69
OI00372-4,O00372,P073,1,0.05,1200.67
OI00373-1,O00373,P036,3,0.15,11327.99
OI00373-2,O00373,P022,1,0.2,1157.28
OI00374-1,O00374,P007,1,0.05,791.2
OI00374-2,O00374,P024,3,0.0,10894.02
OI00374-3,O00374,P058,1,0.15,3182.77
OI00375-1,O00375,P044,3,0.05,13352.65
OI00375-2,O00375,P056,2,0.0,8536.3
OI00376-1,O00376,P011,2,0.05,8459.75
OI00376-2,O00376,P057,2,0.05,9175.8
OI00377-1,O00377,P039,1,0.05,1504.69
OI00377-2,O00377,P071,3,0.0,8902.23
OI00377-3,O00377,P007,1,0.0,832.84
OI00378-1,O00378,P080,1,0.0,1712.09
OI00378-2,O00378,P074,2,0.15,7670.11
OI00378-3,O00378,P034,1,0.15,3463.24
OI00379-1,O00379,P017,2,0.1,3277.12
OI00380-1,O00380,P039,2,0.0,3167.76
OI00380-2,O00380,P066,1,0.2,1377.61
OI00380-3,O00380,P035,3,0.1,8928.76
OI00380-4,O00380,P063,2,0.0,2831.14
OI00381-1,O00381,P035,2,0.0,6613.9
OI00382-1,O00382,P017,1,0.15,1547.53
OI00382-2,O00382,P010,3,0.15,7252.94
OI00382-3,O00382,P020,1,0.0,1262.86
OI00383-1,O00383,P033,2,0.15,6394.3
OI00383-2,O00383,P028,2,0.2,6184.77
OI00383-3,O00383,P045,3,0.05,13769.69
OI00384-1,O00384,P038,3,0.0,10246.65
OI00384-2,O00384,P071,1,0.1,2670.67
OI00384-3,O00384,P077,2,0.15,8205.49
OI00384-4,O00384,P031,1,0.15,336.41
OI00385-1,O00385,P019,3,0.0,2606.43
OI00385-2,O00385,P007,2,0.15,1415.83
OI00385-3,O00385,P044,3,0.0,14055.42
OI00386-1,O00386,P005,2,0.0,9644.56
OI00386-2,O00386,P036,3,0.0,13327.05
OI00386-3,O00386,P043,1,0.2,2794.26
OI00387-1,O00387,P035,2,0.1,5952.51
OI00387-2,O00387,P065,2,0.2,7015.18
OI00387-3,O00387,P038,3,0.05,9734.32
OI00388-1,O00388,P057,2,0.2,7726.99
OI00389-1,O00389,P047,3,0.15,9271.03
OI00390-1,O00390,P076,2,0.0,4109.18
OI00390-2,O00390,P026,3,0.2,10235.64
OI00391-1,O00391,P056,1,0.05,4054.74
OI00391-2,O00391,P036,1,0.1,3998.12
OI00392-1,O00392,P063,1,0.15,1203.23
OI00393-1,O00393,P034,1,0.1,3666.96
OI00394-1,O00394,P023,1,0.1,4050.03
OI00394-2,O00394,P045,2,0.0,9662.94
OI00394-3,O00394,P055,1,0.2,1909.14
OI00395-1,O00395,P002,3,0.0,7680.06
OI00395-2,O00395,P056,1,0.15,3627.93
OI00396-1,O00396,P061,1,0.1,4008.72
OI00396-2,O00396,P070,2,0.15,3721.69
OI00396-3,O00396,P067,1,0.0,3746.83
OI00396-4,O00396,P073,2,0.2,2022.18
OI00397-1,O00397,P025,3,0.15,7373.1
OI00397-2,O00397,P014,1,0.1,2127.79
OI00397-3,O00397,P067,2,0.1,6744.29
OI00397-4,O00397,P080,3,0.15,4365.83
OI00398-1,O00398,P059,2,0.15,2666.96
OI00398-2,O00398,P034,3,0.0,12223.2
OI00398-3,O00398,P053,1,0.05,4125.17
OI00399-1,O00399,P002,3,0.0,7680.06
OI00399-2,O00399,P017,1,0.0,1820.62
OI00400-1,O00400,P041,3,0.2,6430.63
OI00401-1,O00401,P033,2,0.05,7146.56
OI00401-2,O00401,P013,2,0.0,6235.38
OI00401-3,O00401,P074,1,0.0,4511.83
OI00402-1,O00402,P041,1,0.15,2277.52
OI00402-2,O00402,P015,2,0.05,2383.44
OI00403-1,O00403,P048,3,0.0,12497.16
OI00403-2,O00403,P017,3,0.0,5461.86
OI00403-3,O00403,P071,2,0.1,5341.34
OI00403-4,O00403,P049,1,0.0,2568.37
OI00404-1,O00404,P059,1,0.15,1333.48
OI00404-2,O00404,P027,2,0.05,7929.21
OI00404-3,O00404,P065,3,0.05,12495.8
OI00405-1,O00405,P015,1,0.15,1066.27
OI00406-1,O00406,P038,1,0.0,3415.55
OI00406-2,O00406,P041,1,0.2,2143.54
OI00406-3,O00406,P073,1,0.0,1263.86
OI00407-1,O00407,P015,2,0.0,2508.88
OI00408-1,O00408,P020,2,0.15,2146.86
OI00408-2,O00408,P025,1,0.2,2313.13
OI00408-3,O00408,P066,2,0.05,3271.82
OI00408-4,O00408,P080,2,0.0,3424.18
OI00409-1,O00409,P001,1,0.2,3798.27
OI00409-2,O00409,P079,3,0.0,5308.11
OI00409-3,O00409,P044,3,0.0,14055.42
OI00409-4,O00409,P065,1,0.2,3507.59
OI00410-1,O00410,P060,1,0.15,3452.69
OI00410-2,O00410,P032,1,0.2,3878.5
OI00410-3,O00410,P024,3,0.1,9804.62
OI00410-4,O00410,P065,3,0.0,13153.47
OI00411-1,O00411,P031,3,0.2,949.87
OI00411-2,O00411,P040,3,0.15,7496.57
OI00412-1,O00412,P056,2,0.05,8109.48
OI00413-1,O00413,P064,1,0.1,1755.54
OI00413-2,O00413,P001,1,0.2,3798.27
OI00414-1,O00414,P028,2,0.2,6184.77
OI00414-2,O00414,P027,1,0.2,3338.62
OI00414-3,O00414,P077,2,0.0,9653.52
OI00415-1,O00415,P011,1,0.2,3562.0
OI00415-2,O00415,P031,2,0.15,672.83
OI00415-3,O00415,P029,1,0.15,2384.75
OI00416-1,O00416,P025,1,0.2,2313.13
OI00416-2,O00416,P042,3,0.0,2560.35
OI00416-3,O00416,P067,3,0.05,10678.47
OI00416-4,O00416,P040,3,0.0,8819.49
OI00417-1,O00417,P077,1,0.0,4826.76
OI00417-2,O00417,P057,2,0.0,9658.74
OI00417-3,O00417,P033,2,0.1,6770.43
OI00418-1,O00418,P047,3,0.15,9271.03
OI00418-2,O00418,P073,3,0.0,3791.58
OI00419-1,O00419,P030,1,0.1,3647.3
OI00420-1,O00420,P079,2,0.2,2830.99
OI00421-1,O00421,P065,2,0.0,8768.98
OI00422-1,O00422,P031,1,0.0,395.78
OI00422-2,O00422,P039,2,0.05,3009.37
OI00422-3,O00422,P067,1,0.05,3559.49
OI00423-1,O00423,P018,3,0.2,2217.41
OI00424-1,O00424,P073,3,0.2,3033.26
OI00425-1,O00425,P059,2,0.15,2666.96
OI00425-2,O00425,P053,3,0.0,13026.84
OI00425-3,O00425,P034,3,0.0,12223.2
OI00426-1,O00426,P059,3,0.0,4706.4
OI00427-1,O00427,P029,3,0.15,7154.25
OI00427-2,O00427,P064,2,0.2,3120.96
OI00428-1,O00428,P076,2,0.1,3698.26
OI00429-1,O00429,P059,1,0.0,1568.8
OI00429-2,O00429,P009,3,0.0,9278.64
OI00429-3,O00429,P045,1,0.0,4831.47
OI00430-1,O00430,P043,1,0.0,3492.82
OI00431-1,O00431,P055,1,0.0,2386.43
OI00431-2,O00431,P040,2,0.1,5291.69
OI00432-1,O00432,P049,1,0.15,2183.11
OI00432-2,O00432,P025,2,0.05,5493.68
OI00433-1,O00433,P077,2,0.0,9653.52
OI00434-1,O00434,P036,1,0.0,4442.35
OI00434-2,O00434,P057,3,0.0,14488.11
OI00434-3,O00434,P055,1,0.2,1909.14
OI00435-1,O00435,P051,1,0.15,1242.9
OI00435-2,O00435,P047,2,0.15,6180.69
OI00435-3,O00435,P048,3,0.15,10622.59
OI00435-4,O00435,P032,1,0.2,3878.5
OI00436-1,O00436,P078,2,0.05,8329.6
OI00437-1,O00437,P021,2,0.1,1377.52
OI00437-2,O00437,P010,1,0.15,2417.65
OI00438-1,O00438,P001,3,0.0,14243.52
OI00438-2,O00438,P061,2,0.2,7126.61
OI00438-3,O00438,P053,1,0.0,4342.28
OI00439-1,O00439,P053,3,0.1,11724.16
OI00440-1,O00440,P038,2,0.0,6831.1
OI00440-2,O00440,P065,1,0.1,3946.04
OI00440-3,O00440,P003,2,0.05,9385.37
OI00441-1,O00441,P033,1,0.1,3385.22
OI00441-2,O00441,P009,2,0.2,4948.61
OI00441-3,O00441,P002,1,0.0,2560.02
OI00442-1,O00442,P025,3,0.05,8240.52
OI00442-2,O00442,P070,1,0.0,2189.23
OI00443-1,O00443,P033,3,0.0,11284.05
OI00443-2,O00443,P073,2,0.1,2274.95
OI00444-1,O00444,P029,1,0.0,2805.59
OI00444-2,O00444,P043,2,0.2,5588.51
OI00444-3,O00444,P022,2,0.1,2603.88
OI00445-1,O00445,P052,1,0.2,2197.0
OI00445-2,O00445,P065,1,0.2,3507.59
